t,P,Marginal
-9.18383676735347,3.1550469711257755e-42,1.715374110206341e-39
-9.177835567113423,3.552232663475786e-42,1.9261711705310815e-39
-9.171834366873375,3.999117283977472e-42,2.1627085777274394e-39
-9.165833166633327,4.501881329393531e-42,2.4281092540835344e-39
-9.159831966393279,5.067469094200993e-42,2.7258725272668747e-39
-9.15383076615323,5.703682462617623e-42,3.059919196143353e-39
-9.147829565913183,6.419286143585276e-42,3.434641955578794e-39
-9.141828365673135,7.224125735611819e-42,3.8549618130801037e-39
-9.135827165433087,8.1292601753425e-42,4.3263912043425256e-39
-9.129825965193039,9.147110310665214e-42,4.8551045976183435e-39
-9.12382476495299,1.0291625548422682e-41,5.4480174693090346e-39
-9.117823564712943,1.1578470761058174e-41,6.112874636420266e-39
-9.111822364472895,1.302523589872215e-41,6.85834904674776e-39
-9.105821164232847,1.465167104682623e-41,7.694152256264503e-39
-9.099819963992799,1.6479949997448437e-41,8.631157966696784e-39
-9.09381876375275,1.8534965770505184e-41,9.681540156425099e-39
-9.087817563512703,2.0844661931831974e-41,1.0858927516539068e-38
-9.081816363272655,2.34404040154196e-41,1.2178576103244865e-38
-9.075815163032606,2.6357395871804795e-41,1.3657562340243674e-38
-9.069813962792558,2.963514634045835e-41,1.5314998752815916e-38
-9.06381276255251,3.331799228814974e-41,1.7172275092104823e-38
-9.057811562312462,3.7455684775736373e-41,1.9253327816776489e-38
-9.051810362072414,4.210404592161066e-41,2.1584941243496709e-38
-9.045809161832366,4.732570493116959e-41,2.419708406157836e-38
-9.039807961592318,5.319092276935241e-41,2.712328533524899e-38
-9.03380676135227,5.977851608003108e-41,3.040105459431387e-38
-9.027805561112222,6.717689221580203e-41,3.407235114616292e-38
-9.021804360872174,7.548520865011011e-41,3.818410833534694e-38
-9.015803160632126,8.481467161804528e-41,4.2788819138291103e-38
-9.009801960392078,9.528999059202025e-41,4.794519021787333e-38
-9.00380076015203,1.0705100716555565e-40,5.371887238419707e-38
-8.997799559911982,1.2025451911677463e-40,6.018327632353275e-38
-8.991798359671934,1.3507632287996056e-40,6.742048347777259e-38
-8.985797159431886,1.5171350039880614e-40,7.552226309372592e-38
-8.979795959191838,1.7038697940242448e-40,8.459120772840401e-38
-8.97379475895179,1.913443995723342e-40,9.474200090781768e-38
-8.967793558711742,2.1486332089735037e-40,1.0610283220910708e-37
-8.961792358471694,2.4125481479032474e-40,1.1881697678724953e-37
-8.955791158231646,2.70867483318095e-40,1.3304455831840015e-37
-8.949789957991598,3.0409195723194297e-40,1.4896451650463484e-37
-8.94378875775155,3.4136592944515285e-40,1.6677680270453701e-37
-8.937787557511502,3.8317978725919474e-40,1.8670482994854937e-37
-8.931786357271454,4.300829140712474e-40,2.0899820659827464e-37
-8.925785157031406,4.826907395931083e-40,2.339357862493876e-37
-8.919783956791358,5.416926268752343e-40,2.618290701967954e-37
-8.91378275655131,6.078606947714378e-40,2.9302600292071445e-37
-8.907781556311262,6.8205968602419064e-40,3.2791520566071545e-37
-8.901780356071214,7.652580040363768e-40,3.669306982741048e-37
-8.895779155831166,8.58540055777437e-40,4.105571652836865e-37
-8.889777955591118,9.631200543226125e-40,4.593358283729169e-37
-8.88377675535107,1.0803574524355939e-39,5.138709946558734e-37
-8.877775555111022,1.2117741985914851e-39,5.748373579154829e-37
-8.871774354870974,1.3590740291371835e-39,6.429881387551455e-37
-8.865773154630926,1.5241640351659248e-39,7.191641593452113e-37
-8.859771954390878,1.7091787704379774e-39,8.043039592766073e-37
-8.85377075415083,1.9165071976402194e-39,8.994550710813733e-37
-8.847769553910782,2.1488228048110478e-39,1.0057865873795174e-36
-8.841768353670734,2.4091172622730274e-39,1.1246031665140386e-36
-8.835767153430686,2.700738033369693e-39,1.2573606401083845e-36
-8.829765953190638,3.027430400202539e-39,1.405683404408698e-36
-8.82376475295059,3.393384418974645e-39,1.5713837977630886e-36
-8.817763552710542,3.803287379097886e-39,1.756483689370708e-36
-8.811762352470494,4.262382406611835e-39,1.9632385297586893e-36
-8.805761152230446,4.776533926474229e-39,2.1941641415969826e-36
-8.799759951990398,5.352300780783355e-39,2.452066560752884e-36
-8.79375875175035,5.997017891948268e-39,2.740075272265881e-36
-8.787757551510301,6.718887462308808e-39,3.061680224574946e-36
-8.781756351270253,7.527080815920818e-39,3.420773048282295e-36
-8.775755151030205,8.431852115494552e-39,3.821692953464611e-36
-8.769753950790157,9.444665329288013e-39,4.2692778325713374e-36
-8.76375275055011,1.0578335980760576e-38,4.768921154864206e-36
-8.757751550310061,1.1847189389820047e-38,5.326635303800598e-36
-8.751750350070013,1.3267237310588847e-38,5.94912208146461e-36
-8.745749149829965,1.4856375089041973e-38,6.643851184900973e-36
-8.739747949589917,1.663460170715521e-38,7.419147548892477e-36
-8.73374674934987,1.8624265351154523e-38,8.284288549321819e-36
-8.727745549109823,2.085033744319809e-38,9.249612171860589e-36
-8.721744348869773,2.3340718411829782e-38,1.0326637373540144e-35
-8.715743148629727,2.612657885064542e-38,1.152819800110358e-35
-8.709741948389677,2.9242740131194794e-38,1.2868591781436644e-35
-8.703740748149631,3.272809899978783e-38,1.4363746067389595e-35
-8.697739547909581,3.6626101204177747e-38,1.6031402208877748e-35
-8.691738347669535,4.0985269770572487e-38,1.789132062613938e-35
-8.685737147429485,4.5859794191078864e-38,1.996550889186403e-35
-8.679735947189439,5.131018749328657e-38,2.2278475383842143e-35
-8.673734746949389,5.740401895591077e-38,2.485751135281618e-35
-8.667733546709343,6.421673111559015e-38,2.773300456410418e-35
-8.661732346469293,7.183255069078052e-38,3.0938788019990973e-35
-8.655731146229247,8.034550413949995e-38,3.451252765623464e-35
-8.649729945989197,8.986054978168521e-38,3.8496153334827265e-35
-8.64372874574915,1.0049483976681653e-37,4.2936337930538574e-35
-8.637727545509101,1.1237912666957942e-37,4.788502983629739e-35
-8.631726345269055,1.256593311663147e-37,5.340004479722437e-35
-8.625725145029007,1.4049828910300418e-37,5.954572363191606e-35
-8.619723944788959,1.570776983308847e-37,6.639366311865317e-35
-8.61372274454891,1.756002879831256e-37,7.40235281218199e-35
-8.607721544308863,1.962922354197147e-37,8.252395391786419e-35
-8.601720344068815,2.1940585890720458e-37,9.199354866032576e-35
-8.595719143828767,2.4522261725645862e-37,1.0254200700994876e-34
-8.589717943588719,2.7405645115030715e-37,1.1429134716019373e-34
-8.58371674334867,3.062575047930444e-37,1.2737728482321693e-34
-8.577715543108622,3.422162708482498e-37,1.4195075922060897e-34
-8.571714342868574,3.823682064485337e-37,1.581796277623842e-34
-8.565713142628526,4.271988734137883e-37,1.7625054791404325e-34
-8.559711942388478,4.772496617624998e-37,1.9637106676397307e-34
-8.55371074214843,5.331241622092636e-37,2.18771941032995e-34
-8.547709541908382,5.9549526068361805e-37,2.437097127377484e-34
-8.541708341668334,6.6511303606142066e-37,2.7146956845548806e-34
-8.535707141428286,7.428135513597798e-37,3.023685131681878e-34
-8.529705941188238,8.295286387093584e-37,3.3675889301999286e-34
-8.52370474094819,9.262967895938272e-37,3.7503230503879126e-34
-8.517703540708142,1.0342752742575282e-36,4.176239359883803e-34
-8.511702340468094,1.1547536279644371e-36,4.650173770748627e-34
-8.505701140228046,1.2891686570944887e-36,5.177499662764529e-34
-8.499699939987998,1.4391211350537067e-36,5.764187156517016e-34
-8.49369873974795,1.6063943768369584e-36,6.416868871646187e-34
-8.487697539507902,1.7929749020210885e-36,7.142912874096762e-34
-8.481696339267854,2.001075419208451e-36,7.950503591952633e-34
-8.475695139027806,2.233160390737765e-36,8.848731563282685e-34
-8.469693938787758,2.491974465109264e-36,9.847692972206116e-34
-8.46369273854771,2.7805740963429152e-36,1.0958600032052605e-33
-8.457691538307662,3.1023627047440254e-36,1.2193903388089556e-33
-8.451690338067614,3.461129772668626e-36,1.3567427837968798e-33
-8.445689137827566,3.8610943122814555e-36,1.5094522807082589e-33
-8.439687937587518,4.3069531904469913e-36,1.6792229169820795e-33
-8.43368673734747,4.8039348493038756e-36,1.8679464177842023e-33
-8.427685537107422,5.357859020315633e-36,2.0777226444627407e-33
-8.421684336867374,5.975203095297497e-36,2.3108823143672064e-33
-8.415683136627326,6.663175890790004e-36,2.5700121807778444e-33
-8.409681936387278,7.429799622959444e-36,2.8579829371358334e-33
-8.40368073614723,8.284000999810816e-36,3.177980137897657e-33
-8.397679535907182,9.235712436850453e-36,3.533538459439494e-33
-8.391678335667134,1.0295984512483756e-35,3.928579658820738e-33
-8.385677135427086,1.1477110901542512e-35,4.367454626222641e-33
-8.379675935187038,1.2792767160693726e-35,4.8549899688871944e-33
-8.37367473494699,1.4258164889513382e-35,5.3965396108103745e-33
-8.367673534706942,1.5890222957291516e-35,5.9980419437536185e-33
-8.361672334466894,1.7707757669915124e-35,6.66608312183654e-33
-8.355671134226846,1.9731693955384275e-35,7.407967154623279e-33
-8.349669933986798,2.198529987279148e-35,8.231793522833543e-33
-8.34366873374675,2.4494447000299174e-35,9.146543117279886e-33
-8.337667533506702,2.728789953540057e-35,1.016217338610815e-32
-8.331666333266654,3.0397635248438047e-35,1.1289723668728594e-32
-8.325665133026606,3.385920177118097e-35,1.254143179788685e-32
-8.319663932786558,3.7712112079769394e-35,1.3930863165146397e-32
-8.31366273254651,4.2000283449426205e-35,1.5473053570750904e-32
-8.307661532306462,4.677252462135442e-35,1.7184667317633476e-32
-8.301660332066414,5.208307643495382e-35,1.908417216259355e-32
-8.295659131826365,5.799221174620251e-35,2.119203290686283e-32
-8.289657931586317,6.456690108160157e-35,2.35309255950736e-32
-8.28365673134627,7.188155117294061e-35,2.6125974497838146e-32
-8.277655531106221,8.001882428845402e-35,2.900501428074423e-32
-8.271654330866173,8.907054712859959e-35,3.2198880013769225e-32
-8.265653130626125,9.913871899843148e-35,3.574172795234039e-32
-8.259651930386077,1.103366300130037e-34,3.967139032719173e-32
-8.25365073014603,1.2279010124808463e-34,4.402976771773388e-32
-8.247649529905981,1.3663886002746536e-34,4.8863262956104496e-32
-8.241648329665933,1.5203806495331089e-34,5.42232609199746e-32
-8.235647129425885,1.6915999685170806e-34,6.016665902548657e-32
-8.229645929185837,1.8819593353768046e-34,6.67564537317236e-32
-8.22364472894579,2.0935822822000165e-34,7.406238891963097e-32
-8.217643528705741,2.3288261348551133e-34,8.216167261658106e-32
-8.211642328465693,2.5903075514670816e-34,9.113976920858095e-32
