P_max,OmegaA,OmegaB,t_max,Mu,Gamma_e,number_of_fails,mp.dps,ComputTime
0.673655694923409,1.33688870118853,1.82679853661348,1.24028434308798,0.223998825137195,1.99526231496888,0.0,30.0,361.892448186874
0.658614769152723,1.52192354662288,1.80452300627601,1.12082848007965,0.108206776106499,2.23872113856834,0.0,30.0,353.317305803299
0.642101384562435,1.76696880564331,1.76702402674211,1.01007476573384,2.62678840816954e-05,2.51188643150958,0.0,30.0,364.781890153885
0.623736299668281,1.89066890473013,1.8906713279125,0.956906952277669,0.0,2.81838293126446,0.0,30.0,360.718945503235
0.603681758047404,2.02415971313498,2.02417167983622,0.905912271031387,0.0,3.16227766016838,0.0,30.0,330.417290449142
0.582177475790672,2.16830652327652,2.168265937803,0.857049439786433,0.0,3.54813389233576,0.0,30.0,263.982460975647
0.559469306682219,2.32390324920413,2.32393912114903,0.810271420656089,0.0,3.98107170553497,0.0,30.0,366.215835809708
0.535804221696458,2.49206428950069,2.49206354764897,0.76553722374709,0.0,4.46683592150963,0.0,30.0,292.386724472046
0.511425635845616,2.67380904977567,2.6737676220916,0.722787078844211,0.0,5.01187233627273,0.0,30.0,317.233544111252
0.486569201167873,2.87017128467589,2.87014432942142,0.681994003311191,0.0,5.62341325190349,0.0,30.0,331.292056798935
0.46145915486592,3.0824556763936,3.08244174578648,0.643096699944431,0.0,6.30957344480194,0.0,30.0,344.068862438202
0.436305281025841,3.31195793458228,3.31193256396385,0.606051257087799,0.0,7.07945784384138,0.0,30.0,334.19991850853
0.411300514184917,3.56016404947985,3.56016715767953,0.570792519260364,0.0,7.94328234724282,0.0,30.0,261.775277853012
0.386619185913716,3.82863479487716,3.82860786662744,0.537269481577766,0.0,8.91250938133746,0.0,30.0,216.026832818985
0.362415891524617,4.11908084648119,4.11905933291429,0.505429569417179,0.0,10.0,0.0,30.0,321.125508546829
0.338824934511878,4.43327427042723,4.43326340606162,0.475218741175927,0.0,11.2201845430196,0.0,30.0,283.213207006454
0.315960291100068,4.77324666945649,4.7732149738184,0.446577887188205,0.0,12.5892541179417,0.0,30.0,279.599050760269
0.29391602743447,5.14111673710028,5.14115017829092,0.419448398879554,0.0,14.1253754462276,0.0,30.0,235.203034877777
0.272767095782302,5.53929129938088,5.53931088811672,0.393771549529873,0.0,15.8489319246111,0.0,30.0,209.303645849228
0.252570434433453,5.97030342913676,5.97028984826698,0.369488578838692,0.0,17.7827941003892,0.0,30.0,295.603128433228
0.233366297523626,6.43682537866521,6.43681081940246,0.346547295238758,0.0,19.9526231496888,0.0,30.0,278.434562206268
0.215179745178825,6.94182903267839,6.94181811626561,0.324886800558873,0.0,22.3872113856834,0.0,30.0,307.741946697235
0.198022230682172,7.48850305957377,7.48852442885874,0.304452569920481,0.0,25.1188643150958,0.0,30.0,273.895756721497
0.18189322886991,8.08036486049469,8.08038183004556,0.285189639725177,0.0,28.1838293126445,0.0,30.0,250.139462709427
0.166781858293688,8.72117526400062,8.72118529043269,0.267042619980057,0.0,31.6227766016838,0.0,30.0,316.493221282959
0.152668458189113,9.41501987590251,9.41504913846816,0.2499571079474,0.0,35.4813389233575,0.0,30.0,288.451758861542
0.139526089603256,10.1662772168731,10.1662635249884,0.23388373346674,0.0,39.8107170553498,0.0,30.0,285.80987739563
0.127321937845266,10.9796138608127,10.9796180055795,0.218771976917961,0.0,44.6683592150963,0.0,30.0,263.246782064438
0.116018600487696,11.8603326556213,11.8603231334514,0.204571675022405,0.0,50.1187233627272,0.0,30.0,339.28447675705
0.105575251354727,12.8139691319885,12.8139540850527,0.191234848115568,0.0,56.2341325190349,0.0,30.0,336.972949981689
0.0959486761940887,13.8464864503817,13.8464707169226,0.178717305409738,0.0,63.0957344480194,0.0,30.0,241.994715213776
0.087094180069748,14.964511498675,14.9645090752832,0.166973693076161,0.0,70.7945784384139,0.0,30.0,333.308627605438
0.0789663699400462,16.1750881831512,16.175087976632,0.155961493048618,0.0,79.4328234724282,0.0,30.0,263.652684688568
0.0715198184920375,17.4858320162541,17.4858142663225,0.145640327133103,0.0,89.1250938133746,0.0,30.0,393.617808103561
0.0647096171629001,18.9049854935242,18.9049865004109,0.135971295050377,0.0,100.0,0.0,30.0,306.24373292923
0.0584918275045036,20.4415650768764,20.4415630579573,0.126916311450928,0.0,112.201845430197,0.0,30.0,384.102086782455
0.0528238407315548,22.1052842531005,22.1052806821527,0.118439659518603,0.0,125.892541179417,0.0,30.0,359.247343301773
0.0476646555398578,23.9065329693297,23.9065080309234,0.110507933106447,0.0,141.253754462276,0.0,30.0,245.705554008484
0.0429750841843757,25.8566316708592,25.8566215032179,0.103088363295236,0.0,158.489319246111,0.0,30.0,333.832866430283
0.0387178964462624,27.9679735601782,27.9679606512399,0.096149943868534,0.0,177.827941003892,0.0,40.0,1241.76135993004
