t,P,Marginal
-6.0,0.0024787521766663585,0.008675617745841503
-5.977955911823647,0.0025340007228477836,0.00884105759764017
-5.955911823647295,0.002590480695826891,0.009009562391919738
-5.933867735470942,0.0026482195426961908,0.009181186567414314
-5.9118236472945895,0.0027072453223124385,0.009355985466969701
-5.889779559118237,0.002767586718932161,0.009534015350801792
-5.867735470941883,0.0028292730561511035,0.009715333409896899
-5.845691382765531,0.0028923343111543565,0.009899997779553618
-5.823647294589178,0.0029568011292841305,0.010088067553066123
-5.801603206412826,0.0030227048389322017,0.010279602795548107
-5.779559118236473,0.0030900774667643066,0.010474664557897174
-5.75751503006012,0.003158951753283869,0.010673314890898834
-5.735470941883768,0.003229361168742625,0.010875616859469608
-5.713426853707415,0.003301339929405875,0.011081634557038245
-5.6913827655310625,0.0033749230141802726,0.011291433120064167
-5.669338677354709,0.003450146181612229,0.011505078742692297
-5.647294589178356,0.0035270459872651797,0.011722638691542822
-5.625250501002004,0.003605659801484195,0.011944181320634961
-5.603206412825651,0.0036860258275565228,0.012169776086443047
-5.5811623246492985,0.003768183120276913,0.012399493563083718
-5.559118236472946,0.003852171604926747,0.0126334054576323
-5.537074148296593,0.003938032096676187,0.012871584625566765
-5.515030060120241,0.004025806320418779,0.013114105086337334
-5.492985971943888,0.00411553693104814,0.013361042039059584
-5.470941883767535,0.004207267534186598,0.013612471878328865
-5.448897795591183,0.004301042707375849,0.013868472210153597
-5.426853707414829,0.0043969080217399195,0.014129121868005072
-5.404809619238477,0.004494910064130974,0.014394500928980697
-5.382765531062124,0.00459509645976875,0.014664690730078162
-5.3607214428857715,0.004697515895384563,0.014939773884577052
-5.338677354709419,0.0048022181428811934,0.015219834298525003
-5.316633266533066,0.004909254083520111,0.01550495718732457
-5.294589178356714,0.0050186757326478116,0.015795229092417304
-5.272545090180361,0.0051305362649732705,0.016090737898061144
-5.2505010020040075,0.005244890040408811,0.016391572848196898
-5.228456913827655,0.005361792630486911,0.016697824563399424
-5.206412825651302,0.005481300845365849,0.017009585057909102
-5.18436873747495,0.005603472761437247,0.017326947756738553
-5.162324649298597,0.005728367749548959,0.017650007512849616
-5.140280561122244,0.0058560465038570144,0.01797886062439503
-5.118236472945892,0.005986571071320648,0.01831360485201958
-5.096192384769539,0.00612000488185473,0.01865433943621426
-5.074148296593187,0.006256412779154262,0.019001165114717684
-5.052104208416834,0.00639586105220592,0.01935418413995785
-5.030060120240481,0.0065384174675019455,0.01971350029652782
-5.008016032064128,0.00668415130197206,0.020079218918687768
-4.985971943887775,0.0068331333766493635,0.02045144690788606
-4.963927855711423,0.006985436091086663,0.020830292750291614
-4.94188376753507,0.007141133458539843,0.021215866534329237
-4.919839679358717,0.007300301141935473,0.0216082799682093
-4.897795591182365,0.0074630164906400644,0.022007646397442796
-4.875751503006012,0.0076293585780488945,0.022414080822332736
-4.8537074148296595,0.007799408240012629,0.022827699915431595
-4.831663326653306,0.007973248114120441,0.023248622038955072
-4.809619238476953,0.008150962679858665,0.023676967262141066
-4.787575150300601,0.00833263829966463,0.02411285737854358
-4.765531062124248,0.008518363260895435,0.024556415923249
-4.7434869739478955,0.008708227818732223,0.025007768190003485
-4.721442885771543,0.008902324240040725,0.025467041248238464
-4.69939879759519,0.009100746848209395,0.025934363959981752
-4.677354709418838,0.00930359206898696,0.026409866996640025
-4.655310621242485,0.009510958477341605,0.026893682855638937
-4.6332665330661325,0.009722946845364632,0.02738594587690636
-4.61122244488978,0.009939660191241794,0.027886792259183047
-4.589178356713427,0.010161203829316191,0.0283963600761449
-4.567134268537075,0.010387685421266968,0.028914789292320938
-4.545090180360721,0.010619215028428762,0.029442221778789024
-4.5230460921843685,0.010855905165277244,0.029978801328631927
-4.501002004008016,0.011097870854106861,0.030524673672135367
-4.478957915831663,0.011345229680927224,0.03107998649170875
-4.456913827655311,0.011598101852605382,0.03164488943650843
-4.434869739478958,0.01185661025528173,0.032219534136743236
-4.412825651302605,0.012120880514087946,0.03280407421764042
-4.390781563126252,0.01239104105419598,0.033398665313050385
-4.368737474949899,0.0126672231632277,0.03400346507866627
-4.346693386773547,0.012949561055055682,0.034618633204835485
-4.324649298597194,0.013238191935025949,0.03524433142893737
-4.302605210420841,0.013533256066634494,0.03588072354730234
-4.280561122244489,0.013834896839689938,0.03652797542664514
-4.258517034068136,0.014143260839995462,0.037186255014984675
-4.236472945891784,0.014458497920583856,0.03785573235202265
-4.214428857715431,0.014780761274540331,0.038536579578950396
-4.192384769539078,0.01511020750944846,0.03922897094765392
-4.170340681362726,0.01544699672349543,0.039933082829285094
-4.148296593186373,0.0157912925832736,0.040649093722166796
-4.12625250501002,0.016143262403316185,0.041377184258997196
-4.104208416833667,0.016503077227405606,0.04211753721331831
-4.082164328657314,0.016870911911694285,0.04287033750521324
-4.060120240480962,0.01724694520967793,0.043635772206193135
-4.038076152304609,0.01763135985906289,0.04441403054323594
-4.0160320641282565,0.018024342670569612,0.04520530390193611
-3.993987975951904,0.018426084618715498,0.04600978582872448
-3.971943887775551,0.018836780934621142,0.046827672032113944
-3.9498997995991982,0.019256631200885128,0.047659160382927813
-3.9278557114228456,0.019685839448573526,0.0485044509134638
-3.905811623246493,0.02012461425637111,0.049363745815546894
-3.88376753507014,0.020573168851942592,0.05023724943742127
-3.8617234468937873,0.021031721215553002,0.05112516827943098
-3.8396793587174347,0.021500494185997775,0.05202771098843692
-3.817635270541082,0.02197971556889379,0.052945088350915576
-3.7955911823647295,0.02246961824738413,0.0538775132846838
-3.7735470941883764,0.02297044029531035,0.05482520082919176
-3.751503006012024,0.023482425092907138,0.055788368134324445
-3.729458917835671,0.024005821445075813,0.05676723444764969
-3.7074148296593186,0.024540883702293886,0.05776202110004969
-3.685370741482966,0.02508787188421961,0.05877295148966935
-3.663326653306613,0.025647051806051535,0.05980025106411484
-3.6412825651302603,0.026218695207704416,0.06084414730083057
-3.6192384769539077,0.026803079885864414,0.06190486968558456
-3.597194388777555,0.027400489828987552,0.06298264968898502
-3.5751503006012024,0.02801121535530718,0.06407772074095346
-3.5531062124248494,0.02863555325391747,0.06519031820307296
-3.5310621242484967,0.02927380692900145,0.06632067933873086
-3.509018036072144,0.029926286547273813,0.0674690432809711
-3.4869739478957915,0.03059330918870997,0.06863565099796787
-3.464929859719439,0.031275199000634704,0.06982074525603217
-3.442885771543086,0.031972287355245335,0.07102457058005701
-3.420841683366733,0.032684913010645744,0.07224737321130642
-3.3987975951903806,0.033413422275469916,0.07348940106244885
-3.376753507014028,0.0341581691771745,0.0747509036697338
-3.3547094188376754,0.03491951563408255,0.07603213214220553
-3.3326653306613223,0.03569783163126193,0.07733333910784712
-3.3106212424849697,0.03649349540032374,0.07865477865654166
-3.288577154308617,0.037306893603228385,0.07999670627973662
-3.2665330661322645,0.0381384215201884,0.0813593788066924
-3.244488977955912,0.03898848324175937,0.08274305433719191
-3.222444889779559,0.039857491865212424,0.08414799217058727
-3.200400801603206,0.04074586969528356,0.0855744527310507
-3.1783567134268536,0.041654048449397546,0.08702269748889911
-3.156312625250501,0.04258246946746595,0.08849298887785108
-3.1342685370741483,0.04353158392636133,0.08998559020807662
-3.1122244488977953,0.04450185305917182,0.09150076557489237
-3.0901803607214426,0.04549374837934266,0.09303877976295001
-3.06813627254509,0.04650775190981361,0.09459989814576553
-3.0460921843687374,0.04754435641726351,0.096184386580425
-3.024048096192385,0.04860406565157592,0.09779251129730622
-3.0020040080160317,0.049687394590642184,0.0994245387846423
-2.979959919839679,0.050794869690620796,0.10108073566775541
-2.9579158316633265,0.051927029141774945,0.10276136858277772
-2.935871743486974,0.05308442313001216,0.10446670404467577
-2.9138276553106213,0.05426761410425353,0.10619700830938639
-2.891783567134268,0.055477177049762225,0.10795254722986623
-2.8697394789579156,0.05671369976756414,0.10973358610585414
-2.847695390781563,0.05797778316009664,0.1115403895271354
-2.8256513026052104,0.059270041523223994,0.11337322121009512
-2.8036072144288577,0.0605911028447615,0.11523234382733673
-2.7815631262525047,0.0619416091096534,0.11711801883014082
-2.759519038076152,0.06332221661195277,0.11903050626352643
-2.7374749498997994,0.0647335962737553,0.12097006457367633
-2.715430861723447,0.06617643397124154,0.12293695040747597
-2.693386773547094,0.06765143086798629,0.12493141840390984
-2.671342685370741,0.06915930375569715,0.12695372097705426
-2.6492985971943885,0.07070078540254762,0.1290041080903919
-2.627254509018036,0.07227662490927433,0.13108282702217305
-2.6052104208416833,0.0738875880732111,0.13319012212153342
