P_max,Omega,Gamma_e,Delta_1,number_of_fails,ComputTime
0.010061167178657,15.7360067512937,446.68359215,1.9,0,1614.69342017174
0.0100611217695264,15.7360074962347,446.68359215,2.0,0,2741.2487578392
0.0100610740522255,15.7360060385663,446.68359215,2.1,0,2585.74116897583
0.0100610240212387,15.7360089478333,446.68359215,2.2,0,1502.05591893196
0.0100609716434458,15.7360097423564,446.68359215,2.3,0,1474.21381306648
0.0100609169579997,15.7360108406315,446.68359215,2.4,0,3051.16564011574
0.010060859927359,15.7360101947236,446.68359215,2.5,0,1583.95245671272
0.0100608005594237,15.7360128598237,446.68359215,2.6,0,2950.4816133976
0.0100607389161642,15.7360122748739,446.68359215,2.7,0,1502.78966379166
0.0100606748547869,15.7360148458123,446.68359215,2.8,0,1295.30370616913
0.0100606085803211,15.7360159238198,446.68359215,2.9,0,1502.94430303574
0.0100605399271461,15.7360164846227,446.68359215,3.0,0,1461.75649118423
0.0100604689449928,15.7360177755207,446.68359215,3.1,0,1468.48372101784
0.010060395640928,15.7360194453418,446.68359215,3.2,0,2665.66420316696
0.0100603200098942,15.7360207715745,446.68359215,3.3,0,2947.20972299576
0.0100602420503971,15.7360217674233,446.68359215,3.4,0,3130.83004975319
0.0100601616799033,15.7360232356155,446.68359215,3.5,0,3086.61338710785
0.0100600791551018,15.7360233173373,446.68359215,3.6,0,2972.24222230911
0.0100599942327442,15.7360260434909,446.68359215,3.7,0,3002.67694878578
0.0100599069643764,15.7360272673167,446.68359215,3.8,0,2937.41599178314
0.0100598174051787,15.7360290956986,446.68359215,3.9,0,3126.35881829262
0.0100597254788987,15.736030634606,446.68359215,4.0,0,2528.28524041176
0.0100596312469403,15.7360322807781,446.68359215,4.1,0,2723.62087488174
0.0100595347186517,15.7360331999961,446.68359215,4.2,0,2629.0263967514
0.0100594358182732,15.7360354924781,446.68359215,4.3,0,2996.75019598007
0.0100593346304945,15.7360369028522,446.68359215,4.4,0,3017.18341374397
0.0100592310897147,15.7360376249674,446.68359215,4.5,0,2952.76184177399
0.0100591252543081,15.7360404857877,446.68359215,4.6,0,2961.97983384132
0.0100590170624252,15.7360421422625,446.68359215,4.7,0,2539.30451774597
0.0100589065927911,15.7360440852261,446.68359215,4.8,0,2975.30339717865
0.0100587937991501,15.7360461428822,446.68359215,4.9,0,2723.27166962624
0.0100586786349906,15.7360478893236,446.68359215,5.0,0,2532.49014472961
0.0090880165815495,15.7693071064648,501.18723363,0.0,0,3271.91218614578
0.0090880157592505,15.7693067977282,501.18723363,0.1,0,3195.29868507385
0.0090880131722891,15.7693074051296,501.18723363,0.2,0,2815.65960550308
0.0090880088815595,15.7693072651703,501.18723363,0.3,0,2795.15498566628
0.0090880028798342,15.7693069498486,501.18723363,0.4,0,2763.41418194771
0.0090879951867997,15.7693081019697,501.18723363,0.5,0,2869.53991866112
0.0090879857489365,15.7693077532629,501.18723363,0.6,0,2947.50410294533
0.0090879746208377,15.76930849539,501.18723363,0.7,0,2839.4178609848
0.0090879617522061,15.7693076151016,501.18723363,0.8,0,3228.30398488045
0.0090879471888876,15.7693088716234,501.18723363,0.9,0,2780.83894896507
0.0090879308932233,15.7693089134042,501.18723363,1.0,0,3263.99329948425
0.0090879129119651,15.76930927117,501.18723363,1.1,0,2842.16563081741
0.0090878931997944,15.7693098394517,501.18723363,1.2,0,3283.95790696144
0.0090878717926427,15.7693098476359,501.18723363,1.3,0,3266.50619602203
0.0090878486412948,15.7693106688515,501.18723363,1.4,0,1477.8761177063
0.0090878237923081,15.7693102245322,501.18723363,1.5,0,3186.51232433319
0.0090877972203189,15.769311660746,501.18723363,1.6,0,2677.1438024044
0.0090877689492533,15.769312150334,501.18723363,1.7,0,1563.07186388969
0.0090877389373305,15.7693120214106,501.18723363,1.8,0,1345.5730009079
0.0090877072468473,15.7693130313263,501.18723363,1.9,0,3264.78026580811
0.009087673838945,15.7693138181503,501.18723363,2.0,0,2821.71421647072
0.0090876386963028,15.7693144283278,501.18723363,2.1,0,3412.68664097786
0.0090876018492331,15.7693151355732,501.18723363,2.2,0,3211.06513571739
0.0090875632665628,15.7693143704269,501.18723363,2.3,0,2764.87737965584
0.0090875230080882,15.7693156327899,501.18723363,2.4,0,3169.17338848114
0.0090874810291269,15.7693171709421,501.18723363,2.5,0,2724.35292196274
0.0090874373323285,15.7693179870487,501.18723363,2.6,0,3186.33984875679
0.0090873919275927,15.7693187413403,501.18723363,2.7,0,3186.42081665993
0.0090873447997469,15.7693196849547,501.18723363,2.8,0,3132.1368021965
0.0090872959350341,15.7693203261696,501.18723363,2.9,0,2831.67771172524
0.0090872454009041,15.7693214812749,501.18723363,3.0,0,2756.3476626873
0.0090871931638983,15.7693224405479,501.18723363,3.1,0,3250.98632669449
0.0090871391657908,15.7693218139447,501.18723363,3.2,0,3222.09863877296
0.0090870834784445,15.769323699379,501.18723363,3.3,0,1472.35461688042
0.0090870260763536,15.7693254592167,501.18723363,3.4,0,1720.10849761963
0.0090869669594095,15.7693261471178,501.18723363,3.5,0,3111.68892049789
0.0090869061365426,15.7693275299829,501.18723363,3.6,0,3096.51846837997
0.0090868436070323,15.7693287180769,501.18723363,3.7,0,2692.91387486458
0.0090867793432523,15.7693298106585,501.18723363,3.8,0,3165.96571421623
0.0090867133967413,15.7693307673838,501.18723363,3.9,0,3029.47873592377
0.0090866457108383,15.7693313413033,501.18723363,4.0,0,2807.3949701786
0.0090865763055356,15.769332487204,501.18723363,4.1,0,3175.07812190056
0.0090865052195186,15.7693342945733,501.18723363,4.2,0,2884.42894864082
0.0090864324100382,15.7693343249418,501.18723363,4.3,0,2774.51576066017
0.0090863578929777,15.7693371609676,501.18723363,4.4,0,2715.38229513168
0.0090862816592574,15.7693385762034,501.18723363,4.5,0,1579.98571681976
0.0090862037240994,15.7693400828998,501.18723363,4.6,0,2943.75248432159
0.0090861240755389,15.7693414345069,501.18723363,4.7,0,2996.17163920403
0.0090860426860354,15.7693424932774,501.18723363,4.8,0,1586.16277718544
0.009085959620374,15.7693445128332,501.18723363,4.9,0,2746.61941838264
0.0090858748341012,15.7693457389516,501.18723363,5.0,0,2716.41831350327
0.0081995054723137,15.8025463673093,562.34132519,0.0,0,3520.09990811348
0.0081995048299809,15.8025463304256,562.34132519,0.1,0,3247.45054864883
0.0081995029452563,15.8025462642262,562.34132519,0.2,0,2957.11823439598
0.0081994998004343,15.8025458013643,562.34132519,0.3,0,2973.56382870674
0.0081994954110004,15.802546524538,562.34132519,0.4,0,3273.32742142677
0.0081994897411765,15.8025466645781,562.34132519,0.5,0,3323.82174515724
0.0081994828197552,15.8025463861645,562.34132519,0.6,0,3224.02688312531
0.0081994746498317,15.802546190139,562.34132519,0.7,0,3476.43116664886
0.0081994652233656,15.8025467076673,562.34132519,0.8,0,3715.27033019066
0.0081994545412561,15.8025472425862,562.34132519,0.9,0,3157.498919487
0.0081994425967399,15.8025474358561,562.34132519,1.0,0,3093.91504573822
0.0081994293899166,15.8025476542935,562.34132519,1.1,0,3082.61443948746
0.0081994149331435,15.8025482152147,562.34132519,1.2,0,3110.75969839096
0.0081993992054852,15.8025480584,562.34132519,1.3,0,3076.52564525604
0.0081993822175899,15.8025475717627,562.34132519,1.4,0,3062.88279175758
0.0081993639943029,15.80254878472,562.34132519,1.5,0,3533.72692704201
0.0081993444975791,15.8025493817838,562.34132519,1.6,0,1514.36122369766
0.0081993237514363,15.8025495592983,562.34132519,1.7,0,2903.31194925308
0.0081993017565595,15.8025504288712,562.34132519,1.8,0,3609.84293699265
0.0081992784859083,15.802550730705,562.34132519,1.9,0,1732.33991408348
0.0081992539742581,15.8025513371968,562.34132519,2.0,0,1676.10276770592
0.0081992281940093,15.8025516856158,562.34132519,2.1,0,3101.14390158653
0.00819920117101,15.8025521414624,562.34132519,2.2,0,1710.10960745811
0.0081991728661637,15.8025526130336,562.34132519,2.3,0,2990.14827609062
0.0081991433111798,15.8025535099831,562.34132519,2.4,0,3085.29573988915
0.0081991124935747,15.8025538528558,562.34132519,2.5,0,3236.7205760479
0.008199080446711,15.8025543731655,562.34132519,2.6,0,3358.43472313881
0.0081990470646468,15.8025548507267,562.34132519,2.7,0,3677.81102204323
0.0081990125395748,15.80255552292,562.34132519,2.8,0,3034.85097432137
0.0081989767140898,15.8025566803131,562.34132519,2.9,0,3552.22627043724
0.0081989396253894,15.8025574376497,562.34132519,3.0,0,3547.51811242104
0.0081989012674941,15.8025575178078,562.34132519,3.1,0,1551.95366454124
0.0081988616611439,15.8025585318659,562.34132519,3.2,0,3509.64433217049
0.0081988207998457,15.8025591609748,562.34132519,3.3,0,3680.68347382545
0.0081987786709773,15.8025601827623,562.34132519,3.4,0,3268.39111423492
0.0081987353006222,15.802561045509,562.34132519,3.5,0,3068.42400622368
0.0081986906593496,15.8025613602044,562.34132519,3.6,0,3274.97323489189
0.0081986447923286,15.8025629985105,562.34132519,3.7,0,3573.67585206032
0.0081985976412291,15.8025638067991,562.34132519,3.8,0,2945.63874936104
0.0081985492354455,15.8025645866366,562.34132519,3.9,0,3460.34458398819
0.0081984995872487,15.8025656230608,562.34132519,4.0,0,1738.78076982498
0.0081984486703196,15.8025662531798,562.34132519,4.1,0,1704.77038097382
0.0081983964684017,15.8025665018033,562.34132519,4.2,0,1514.84597444534
0.0081983430790971,15.8025683787595,562.34132519,4.3,0,3407.39783477783
0.0081982883933955,15.8025692916639,562.34132519,4.4,0,3488.27489495277
0.0081982324603451,15.8025709076892,562.34132519,4.5,0,3463.15791130066
0.0081981752689743,15.8025718859766,562.34132519,4.6,0,3707.55040597916
0.0081981168185332,15.8025732732823,562.34132519,4.7,0,3679.59569525719
0.0081980570973915,15.8025735535536,562.34132519,4.8,0,3224.87575125694
0.0081979961408441,15.8025752120934,562.34132519,4.9,0,3467.652115345
0.0081979339251102,15.8025762046287,562.34132519,5.0,0,3203.84541463852
0.0073901104378954,15.8357161275722,630.95734448,0.0,0,3405.93093299866
0.007390109991928,15.8357162078393,630.95734448,0.1,0,3996.66564226151
0.0073901086122986,15.835716320761,630.95734448,0.2,0,4007.28935670853
0.0073901063066215,15.8357157291222,630.95734448,0.3,0,2846.33960437775
0.0073901030614261,15.8357161162174,630.95734448,0.4,0,3937.18347358704
0.0073900989409917,15.8357158565678,630.95734448,0.5,0,1663.34133625031
0.0073900938922998,15.8357162389782,630.95734448,0.6,0,3314.19633245468
0.0073900879161566,15.8357163402361,630.95734448,0.7,0,1975.75237703323
0.0073900810071982,15.8357158399203,630.95734448,0.8,0,1854.42054486275
0.0073900732059855,15.8357168492405,630.95734448,0.9,0,3912.68227767944
0.0073900644699158,15.8357170335679,630.95734448,1.0,0,1963.27220511436
0.0073900548167207,15.8357174900893,630.95734448,1.1,0,1656.80716753006
0.0073900442436059,15.8357174762463,630.95734448,1.2,0,4076.43447351456
0.0073900327457258,15.8357178467957,630.95734448,1.3,0,3656.56625580788
0.0073900203182502,15.8357175056124,630.95734448,1.4,0,3402.1783413887
0.0073900069897933,15.8357183070214,630.95734448,1.5,0,4057.1691441536
0.0073899927472733,15.8357187958119,630.95734448,1.6,0,4027.71636867523
0.0073899775496929,15.8357179178448,630.95734448,1.7,0,3760.83434939384
0.0073899614694712,15.8357187731017,630.95734448,1.8,0,3887.92088103294
0.0073899444719114,15.8357195589155,630.95734448,1.9,0,3356.21809840202
0.0073899265398479,15.8357200528765,630.95734448,2.0,0,3429.63704705238
0.007389907690807,15.8357205316961,630.95734448,2.1,0,1986.6892888546
0.0073898879097979,15.8357204766966,630.95734448,2.2,0,3434.03789591789
0.0073898672260212,15.8357211680605,630.95734448,2.3,0,3405.22077250481
0.0073898456193601,15.8357217122473,630.95734448,2.4,0,3339.68217039108
0.0073898230835951,15.8357223025676,630.95734448,2.5,0,3372.86838841438
0.007389799629973,15.835721978154,630.95734448,2.6,0,3712.54298830032
0.007389775269749,15.8357230374393,630.95734448,2.7,0,2481.78832268715
0.0073897499993936,15.8357237879132,630.95734448,2.8,0,3287.44921875
0.0073897237859342,15.8357241010306,630.95734448,2.9,0,3768.04864454269
0.0073896966358226,15.8357238263327,630.95734448,3.0,0,1719.93718242645
0.0073896686047293,15.8357253688487,630.95734448,3.1,0,4135.81143140793
0.0073896396571632,15.8357261235088,630.95734448,3.2,0,3514.76247930527
0.0073896096152998,15.8357248273899,630.95734448,3.3,0,4085.07918000221
0.0073895789570617,15.8357266320093,630.95734448,3.4,0,3977.00319862366
0.0073895472538709,15.8357275468589,630.95734448,3.5,0,3884.22799682617
0.0073895146212053,15.8357287673735,630.95734448,3.6,0,3911.82050347328
0.007389481040162,15.8357282330331,630.95734448,3.7,0,2620.583152771
0.0073894465934941,15.835730199266,630.95734448,3.8,0,3913.11278796196
0.0073894111783184,15.8357303676748,630.95734448,3.9,0,3976.1925137043
0.0073893748737759,15.8357313682713,630.95734448,4.0,0,1667.92052292824
0.007389337646075,15.8357322213938,630.95734448,4.1,0,1684.47738718987
0.0073892994982777,15.8357333585586,630.95734448,4.2,0,3787.63255786896
0.0073892604211382,15.8357338530767,630.95734448,4.3,0,1651.82171964645
0.0073892204252801,15.8357343303243,630.95734448,4.4,0,1646.95018863678
0.0073891795255697,15.8357355755772,630.95734448,4.5,0,3495.78430581093
0.0073891377046891,15.8357367154334,630.95734448,4.6,0,1813.08943986893
0.0073890949542763,15.8357370689125,630.95734448,4.7,0,1882.96549344063
0.0073890512789358,15.8357377002763,630.95734448,4.8,0,3505.14187526703
0.0073890067108426,15.8357393727731,630.95734448,4.9,0,1823.68658399582
0.0073889612069069,15.835740349852,630.95734448,5.0,0,3488.31792998314
0.0066541168631219,15.8688168440397,707.94578438,0.0,0,4035.94616961479
0.0066541165379141,15.8688174680202,707.94578438,0.1,0,4679.35631513596
0.0066541155302623,15.8688169939393,707.94578438,0.2,0,4367.87705588341
0.0066541138501626,15.8688173794646,707.94578438,0.3,0,4582.53149962425
0.0066541114760455,15.8688161305243,707.94578438,0.4,0,3956.01465463638
0.0066541084584504,15.8688159323978,707.94578438,0.5,0,4378.37105798721
0.006654104800436,15.8688173424644,707.94578438,0.6,0,3430.19085621834
0.0066541004355422,15.8688172779829,707.94578438,0.7,0,3788.43811202049
0.0066540954118965,15.8688177834607,707.94578438,0.8,0,3202.55140590668
0.0066540897090473,15.8688172168564,707.94578438,0.9,0,2175.13243532181
0.0066540833509437,15.8688178514906,707.94578438,1.0,0,2255.09614419937
0.0066540763276359,15.8688184679906,707.94578438,1.1,0,4482.12265324593
0.0066540686030668,15.8688181871314,707.94578438,1.2,0,2134.79012060165
0.0066540602296874,15.8688184730366,707.94578438,1.3,0,4225.73198246956
0.0066540511846835,15.8688190034323,707.94578438,1.4,0,2122.28857660294
0.006654041470554,15.8688192341487,707.94578438,1.5,0,3705.01022148132
0.0066540310770277,15.8688192338915,707.94578438,1.6,0,1994.14168572426
0.0066540199913263,15.8688192095146,707.94578438,1.7,0,2180.25282621384
0.0066540082584368,15.8688188028112,707.94578438,1.8,0,4587.98660755158
0.0066539958808072,15.8688201834572,707.94578438,1.9,0,4645.54244470596
0.0066539828117845,15.8688201752341,707.94578438,2.0,0,3986.64697575569
0.0066539690835781,15.8688208425519,707.94578438,2.1,0,3840.74348711967
0.0066539546763083,15.8688208875422,707.94578438,2.2,0,4584.09986281395
0.0066539395698531,15.8688206447131,707.94578438,2.3,0,3952.07198214531
0.0066539238281264,15.8688213490143,707.94578438,2.4,0,4594.64128398895
0.0066539074172989,15.8688221524609,707.94578438,2.5,0,3998.2094180584
0.0066538903147095,15.8688216245281,707.94578438,2.6,0,2236.08255505562
0.0066538725664461,15.8688227349646,707.94578438,2.7,0,4419.76033043861
0.0066538541427677,15.8688234040068,707.94578438,2.8,0,3707.99070477486
0.0066538350499531,15.8688238412917,707.94578438,2.9,0,3989.80308818817
0.0066538152723078,15.8688241101715,707.94578438,3.0,0,4307.77559041977
0.0066537948198897,15.8688243511421,707.94578438,3.1,0,2274.24598360062
0.0066537736874408,15.8688238888784,707.94578438,3.2,0,3840.27621746063
0.0066537519292081,15.8688255037495,707.94578438,3.3,0,3915.40501189232
0.0066537294735678,15.8688252882803,707.94578438,3.4,0,2133.80825805664
0.0066537063606947,15.8688267048751,707.94578438,3.5,0,3810.03477334976
0.0066536825753436,15.8688270772933,707.94578438,3.6,0,2144.30045843124
0.0066536580907236,15.8688274115723,707.94578438,3.7,0,3976.55721831322
0.0066536329834954,15.8688282111472,707.94578438,3.8,0,3985.47861552238
0.0066536071823437,15.8688290415059,707.94578438,3.9,0,3885.36653518677
0.0066535807107058,15.8688292917016,707.94578438,4.0,0,4450.70754170418
0.0066535535657369,15.8688299613173,707.94578438,4.1,0,4590.85400676727
0.0066535257670431,15.8688307009888,707.94578438,4.2,0,4552.85598230362
0.0066534972779943,15.8688312016375,707.94578438,4.3,0,3992.83226680756
0.0066534681163411,15.8688311104492,707.94578438,4.4,0,3967.0053460598
0.006653438330115,15.8688324273601,707.94578438,4.5,0,4469.74960803986
0.0066534078265349,15.8688333504543,707.94578438,4.6,0,3710.24684309959
0.0066533766812248,15.8688339201242,707.94578438,4.7,0,4003.99203681946
0.0066533448373578,15.8688345010005,707.94578438,4.8,0,3704.33757376671
0.0066533123389913,15.8688355330147,707.94578438,4.9,0,2205.4745464325
0.0066532791854651,15.8688365526484,707.94578438,5.0,0,2297.23176598549
0.0059860028446943,15.9018501654211,794.32823472,0.0,0,2406.08135414124
0.0059860025876372,15.9018500181438,794.32823472,0.1,0,2392.71873140335
0.0059860018348092,15.9018493677247,794.32823472,0.2,0,2442.11536478996
0.0059860006183641,15.9018495677629,794.32823472,0.3,0,4202.14300107956
0.0059859989356615,15.9018500830035,794.32823472,0.4,0,2417.87996006012
0.0059859967480282,15.9018501357524,794.32823472,0.5,0,4596.1214735508
0.0059859940700987,15.901850484856,794.32823472,0.6,0,4702.97974729538
0.0059859908893641,15.901849950741,794.32823472,0.7,0,5041.59258699417
0.0059859872453376,15.9018506652046,794.32823472,0.8,0,4458.16812729836
0.0059859830722879,15.9018485905975,794.32823472,0.9,0,5208.3665971756
0.0059859784761933,15.901850827692,794.32823472,1.0,0,5074.99588918686
0.0059859733342179,15.9018500767723,794.32823472,1.1,0,5060.70281267166
0.0059859677530383,15.9018511556167,794.32823472,1.2,0,5174.76030421257
0.0059859616677396,15.9018511157508,794.32823472,1.3,0,4452.35327672958
0.0059859550828351,15.9018513429338,794.32823472,1.4,0,4506.35274791718
0.0059859479895774,15.901849837914,794.32823472,1.5,0,4797.08565306664
0.0059859404348973,15.901850774454,794.32823472,1.6,0,2504.64867949486
0.0059859324201844,15.9018513206054,794.32823472,1.7,0,4410.61544442177
0.0059859238915203,15.90185198307,794.32823472,1.8,0,4268.659304142
0.0059859149001919,15.9018515760762,794.32823472,1.9,0,2478.59422302246
0.0059859053715552,15.9018526868786,794.32823472,2.0,0,4248.92379927635
0.0059858953871694,15.9018521623466,794.32823472,2.1,0,4435.84952163696
0.005985884929796,15.901852980549,794.32823472,2.2,0,5017.34238672257
0.0059858739667745,15.9018534350584,794.32823472,2.3,0,2083.01531124115
0.0059858625129958,15.9018536458934,794.32823472,2.4,0,5182.35324716568
0.005985850567916,15.9018537817162,794.32823472,2.5,0,4485.99907159805
0.0059858381467226,15.9018544265188,794.32823472,2.6,0,5197.04348087311
0.0059858252249897,15.9018540682187,794.32823472,2.7,0,5026.56396341324
0.0059858118174468,15.9018527135568,794.32823472,2.8,0,5149.88236451149
0.0059857979258626,15.9018526529268,794.32823472,2.9,0,5120.2594537735
0.0059857835641621,15.9018549719731,794.32823472,3.0,0,4362.75844144821
0.005985768716592,15.9018560192369,794.32823472,3.1,0,2243.21196365356
0.0059857533724225,15.9018564780394,794.32823472,3.2,0,4451.92151093483
0.0059857375258073,15.9018560696633,794.32823472,3.3,0,4988.98414087296
0.005985721208182,15.9018567952517,794.32823472,3.4,0,4969.4465034008
0.0059857044117244,15.901857452871,794.32823472,3.5,0,4429.38330793381
0.0059856871307547,15.9018581676339,794.32823472,3.6,0,4264.77506685257
0.0059856693227001,15.9018579508848,794.32823472,3.7,0,3968.51333761215
0.0059856510724113,15.9018590433828,794.32823472,3.8,0,4325.06087756157
0.0059856323129621,15.9018590998187,794.32823472,3.9,0,2347.4144217968
0.0059856130744843,15.9018598221265,794.32823472,4.0,0,2217.30477404594
0.0059855933330363,15.9018605215309,794.32823472,4.1,0,2389.26191353798
0.0059855731219809,15.9018610197106,794.32823472,4.2,0,2412.3027613163
0.005985552414898,15.9018611500198,794.32823472,4.3,0,5078.35928201675
0.005985531237652,15.9018619435657,794.32823472,4.4,0,4491.78045296669
0.0059855095518212,15.9018622411988,794.32823472,4.5,0,4424.70785021782
0.0059854873974579,15.9018624323692,794.32823472,4.6,0,5036.47623419762
0.0059854647331925,15.9018634150538,794.32823472,4.7,0,4950.04151678085
0.0059854415559082,15.9018625064265,794.32823472,4.8,0,4390.59689378738
0.0059854179463081,15.9018634167603,794.32823472,4.9,0,4430.37488532066
0.0059853938644261,15.9018654306782,794.32823472,5.0,0,3807.31709909439
0.0053804439896587,15.9348148748079,891.25093813,0.0,0,2446.22807455063
0.0053804438609405,15.9348122533072,891.25093813,0.1,0,2390.4563832283
0.0053804432901849,15.934814108161,891.25093813,0.2,0,2579.24480724335
0.0053804424493421,15.9348141781801,891.25093813,0.3,0,5554.14341497421
0.005380441198609,15.9348150431896,891.25093813,0.4,0,2552.25218677521
0.0053804396459051,15.9348135934775,891.25093813,0.5,0,2391.900431633
0.0053804377205834,15.9348145144711,891.25093813,0.6,0,2599.38428544998
0.0053804353770712,15.9348140608468,891.25093813,0.7,0,3069.38462686539
0.0053804327151358,15.9348136450313,891.25093813,0.8,0,5427.83025193214
0.0053804299870109,15.934809629181,891.25093813,0.9,0,2575.67403078079
0.005380426419421,15.9348152200562,891.25093813,1.0,0,2796.34634876251
0.005380422650031,15.9348149293426,891.25093813,1.1,0,5644.24030375481
0.00538041859458,15.9348153395279,891.25093813,1.2,0,5690.26573467255
0.0053804142169042,15.9348147401346,891.25093813,1.3,0,5607.54325819016
0.0053804094168846,15.9348158885069,891.25093813,1.4,0,5057.89984917641
0.0053804043534183,15.9348160818815,891.25093813,1.5,0,5570.28568863869
0.0053803988006288,15.9348156676769,891.25093813,1.6,0,5611.30345511437
0.0053803930930775,15.9348149316912,891.25093813,1.7,0,4203.79338359833
0.0053803868122652,15.9348165549647,891.25093813,1.8,0,4659.6739397049
0.0053803802292355,15.9348157168139,891.25093813,1.9,0,5689.02357244492
0.005380373408624,15.9348165604209,891.25093813,2.0,0,2575.70093083382
0.0053803661547806,15.9348167703893,891.25093813,2.1,0,5596.28483939171
0.0053803585251411,15.9348169099208,891.25093813,2.2,0,5550.31668424606
0.0053803505868173,15.9348174153025,891.25093813,2.3,0,2837.06727457047
0.0053803422785746,15.9348175895906,891.25093813,2.4,0,4760.16905164719
0.0053803336497212,15.9348169683146,891.25093813,2.5,0,4893.200050354
0.0053803245972815,15.9348176970734,891.25093813,2.6,0,5294.64964175224
0.005380315264052,15.9348184044094,891.25093813,2.7,0,2750.63497185707
0.0053803055275178,15.9348182574817,891.25093813,2.8,0,2687.17076420784
0.0053802954189686,15.934816269685,891.25093813,2.9,0,2520.36376237869
0.0053802850471953,15.9348191477505,891.25093813,3.0,0,5105.00894761086
0.0053802743232629,15.9348186691168,891.25093813,3.1,0,5654.19647526741
0.0053802631168386,15.9348185987245,891.25093813,3.2,0,5703.04256772995
0.0053802516333776,15.9348192938424,891.25093813,3.3,0,5655.7312939167
0.0053802398210747,15.9348202629581,891.25093813,3.4,0,5857.87219715118
0.0053802276018635,15.9348187759697,891.25093813,3.5,0,5672.33687019348
0.0053802152105641,15.9348210712618,891.25093813,3.6,0,5818.1628139019
0.0053802022002246,15.9348210309299,891.25093813,3.7,0,4813.38865876198
0.0053801889443951,15.9348208230208,891.25093813,3.8,0,4943.28238391876
0.0053801753598289,15.9348214990266,891.25093813,3.9,0,2833.14967656136
0.0053801613931508,15.9348218015651,891.25093813,4.0,0,3019.72735953331
0.0053801471290337,15.9348221117301,891.25093813,4.1,0,2355.15597128868
0.005380132440231,15.9348222224981,891.25093813,4.2,0,2847.8057487011
0.0053801174233803,15.9348237478312,891.25093813,4.3,0,2355.71212458611
0.0053801020956699,15.9348231488078,891.25093813,4.4,0,2430.49914288521
0.0053800863288025,15.9348237345079,891.25093813,4.5,0,2779.29034876823
0.0053800702715626,15.9348244169509,891.25093813,4.6,0,2480.62847161293
0.0053800538395175,15.9348240300095,891.25093813,4.7,0,2483.01417374611
0.0053800370884017,15.9348244433135,891.25093813,4.8,0,2834.19564199448
0.0053800199462339,15.9348265334171,891.25093813,4.9,0,5883.66442608833
0.0053800024386307,15.9348270294882,891.25093813,5.0,0,5358.39666199684
0.0048324024911847,15.9677035555218,1000.0,0.0,0,5934.8824710846
0.0048324022622449,15.9676993203261,1000.0,0.1,0,2860.05932497978
0.0048324018197487,15.9677101753548,1000.0,0.2,0,2828.10539340973
0.0048324011685849,15.967711887518,1000.0,0.3,0,2963.29078149796
0.0048324002767186,15.967711944178,1000.0,0.4,0,5823.93033123016
0.0048323991247619,15.9677101458709,1000.0,0.5,0,5961.82430362701
0.0048323979635102,15.9677107306936,1000.0,0.6,0,3983.50606203079
0.0048323960913086,15.9677100296727,1000.0,0.7,0,3180.85837078095
0.0048323941391442,15.9677106121051,1000.0,0.8,0,2751.30030870438
0.0048323920110925,15.9677103290669,1000.0,0.9,0,3237.18426465988
0.0048323895279925,15.9677097026457,1000.0,1.0,0,2719.53334617615
0.0048323868912422,15.9677112375472,1000.0,1.1,0,2711.2207326889
0.0048323839223538,15.9677089836577,1000.0,1.2,0,3073.69126749039
0.0048323807205499,15.9677103359521,1000.0,1.3,0,3119.3437936306
0.0048323772771659,15.9677096654951,1000.0,1.4,0,2901.46570849419
0.0048323735678731,15.9677112275835,1000.0,1.5,0,2755.4210357666
0.0048323697940595,15.9677109191791,1000.0,1.6,0,2891.77469062805
0.0048323657215402,15.9677112794474,1000.0,1.7,0,5967.39071726799
0.0048323609649122,15.9677131253174,1000.0,1.8,0,5793.80419206619
0.004832356207317,15.9677122167392,1000.0,1.9,0,5631.54284000397
0.0048323513378211,15.9677015386378,1000.0,2.0,0,4874.52964019775
0.004832345996844,15.9677129833822,1000.0,2.1,0,3782.22180843353
0.0048323404782661,15.967711887518,1000.0,2.2,0,4233.98305535317
0.0048323347008296,15.9677094090476,1000.0,2.3,0,4726.66830253601
0.0048323287533867,15.9677135441113,1000.0,2.4,0,5731.27231693268
0.0048323225333141,15.9677139748434,1000.0,2.5,0,3195.33436131477
0.0048323160152272,15.9677123653646,1000.0,2.6,0,6224.96512174606
0.0048323091449498,15.9677102426537,1000.0,2.7,0,2712.18136000633
0.0048323021984505,15.9677135428059,1000.0,2.8,0,3168.58102464676
0.0048322948662541,15.9677140520584,1000.0,2.9,0,3213.07984685898
0.0048322873266804,15.9677138034375,1000.0,3.0,0,3140.58892774582
0.0048322795485982,15.9677153754965,1000.0,3.1,0,2881.10150003433
0.0048322714847891,15.967715435831,1000.0,3.2,0,3102.88666820526
0.0048322632908017,15.9677030325309,1000.0,3.3,0,3186.76207613945
0.0048322546241982,15.9677154514641,1000.0,3.4,0,3199.35680818558
0.0048322458179617,15.9677160382216,1000.0,3.5,0,3121.8417327404
0.0048322368309794,15.9677133249621,1000.0,3.6,0,5756.75455713272
0.0048322273881373,15.9677156933344,1000.0,3.7,0,6778.04957580566
0.0048322178501563,15.9677171450337,1000.0,3.8,0,5745.26688146591
0.0048322079787457,15.9677176601885,1000.0,3.9,0,5432.61886644363
0.0048321979035126,15.9677179576942,1000.0,4.0,0,5285.1019012928
0.0048321875579123,15.9677177754393,1000.0,4.1,0,3326.40225362778
