P_max,Omega,Gamma_e,Delta_1,number_of_fails,ComputTime
0.0639454562106361,4.59488752734604,0.31622777,3.7,0,1189.56322240829
0.061813027885431,4.59664665932526,0.31622777,3.8,0,1219.6871907711
0.0597265989292602,4.59836049713281,0.31622777,3.9,0,1022.70930624008
0.0576868818779075,4.60003127991118,0.31622777,4.0,0,1205.65908122063
0.055696479802896,4.60165990076615,0.31622777,4.1,0,1183.68768692017
0.053756063578734,4.60324826611392,0.31622777,4.2,0,1071.29893231392
0.0518670547537451,4.60479922305097,0.31622777,4.3,0,1317.64789247513
0.0500302344304195,4.60631504907796,0.31622777,4.4,0,1187.67216324806
0.0482460840062794,4.60779601770883,0.31622777,4.5,0,1170.84317374229
0.0465151737069869,4.60924306522765,0.31622777,4.6,0,986.116711854935
0.044837516493504,4.61066061481001,0.31622777,4.7,0,991.609597682953
0.0432131105777429,4.61204695114494,0.31622777,4.8,0,1005.34148859978
0.0416419625759892,4.61340446937637,0.31622777,4.9,0,1055.95014810562
0.0401231776322648,4.61473428038019,0.31622777,5.0,0,1109.14173460007
0.313061381265487,0.999046604179123,0.35481339,0.0,0,753.334732055664
0.310923952990961,1.01655822042233,0.35481339,0.1,0,831.14542555809
0.304919877800987,1.06548612822289,0.35481339,0.2,0,844.282519578934
0.29601255289702,1.13668994655378,0.35481339,0.3,0,863.859580755234
0.285247870943392,1.22204771878769,0.35481339,0.4,0,725.084436178207
0.273478546044077,1.31634591907726,0.35481339,0.5,0,851.475333213806
0.261312147416032,1.41595487309463,0.35481339,0.6,0,851.18164396286
0.249152847545802,1.51803956716896,0.35481339,0.7,0,748.848607540131
0.237256800827831,1.62153424760529,0.35481339,0.8,0,861.502882003784
0.225779012384939,1.72581051595745,0.35481339,0.9,0,907.718990325928
0.21480734841821,1.83228053280932,0.35481339,1.0,0,914.356757879257
0.204385208989922,1.93690289213838,0.35481339,1.1,0,870.502239942551
0.194527099823135,2.04330442699651,0.35481339,1.2,0,790.802028656006
0.185228912323343,2.14927746773007,0.35481339,1.3,0,920.269870758057
0.176475117548636,2.25451424823683,0.35481339,1.4,0,799.65394449234
0.16824346811083,2.36136636235732,0.35481339,1.5,0,823.170522928238
0.160507490079218,2.46715585667366,0.35481339,1.6,0,954.030037164688
0.153239119932224,2.57153159670012,0.35481339,1.7,0,976.75865483284
0.1464099239663,2.67730853729771,0.35481339,1.8,0,947.976781845093
0.139991405798666,2.7846268717663,0.35481339,1.9,0,981.385331630707
0.133956765556898,2.89007217669795,0.35481339,2.0,0,967.878909826279
0.128280200803816,2.99321543587979,0.35481339,2.1,0,918.738432407379
0.122936569039489,3.09753938106246,0.35481339,2.2,0,840.721688985825
0.117903292359844,3.20314834387269,0.35481339,2.3,0,972.037899971008
0.113158471701641,3.31014957703506,0.35481339,2.4,0,897.840489625931
0.1086829014306,3.41411739750597,0.35481339,2.5,0,884.494397640228
0.104457350897687,3.5192684794797,0.35481339,2.6,0,1005.27364611626
0.10046516136767,3.62075041919027,0.35481339,2.7,0,1052.14401102066
0.0966898876112418,3.72831282565308,0.35481339,2.8,0,1065.65529513359
0.0931174282706785,3.83194218636596,0.35481339,2.9,0,943.493507862091
0.0897337697543074,3.93664873148567,0.35481339,3.0,0,936.690217971802
0.0865265526037174,4.03669832389281,0.35481339,3.1,0,1089.47965955734
0.083484401823962,4.14353448063608,0.35481339,3.2,0,882.443595886231
0.0805961300671731,4.24539407915595,0.35481339,3.3,0,906.819279193878
0.0778520156525095,4.3481303904276,0.35481339,3.4,0,1101.82190394402
0.0752431210955419,4.45179788317912,0.35481339,3.5,0,1081.90501594543
0.0727609926483157,4.55644204213262,0.35481339,3.6,0,958.496806621552
0.0703976432237394,4.66211714986837,0.35481339,3.7,0,978.006919384003
0.0681455252189006,4.76887895442184,0.35481339,3.8,0,1138.04200530052
0.06599833289946,4.86908838819805,0.35481339,3.9,0,1187.86292886734
0.0639492867671862,4.97791241259318,0.35481339,4.0,0,1014.66611456871
0.0619933808878104,5.0797701397066,0.35481339,4.1,0,1170.84546279907
0.0601228065263778,5.15640911550848,0.35481339,4.2,0,1064.26374864578
0.0583019427307106,5.15815071299639,0.35481339,4.3,0,1157.46589946747
0.0565165579006033,5.15985325278566,0.35481339,4.4,0,1105.89906620979
0.0547689623083008,5.16151653722316,0.35481339,4.5,0,1242.29205179214
0.0530593206648647,5.16314301870947,0.35481339,4.6,0,1050.49678397179
0.051389176615518,5.16473389141914,0.35481339,4.7,0,1035.67718219757
0.0497588432035115,5.16629129622233,0.35481339,4.8,0,1279.02409887314
0.0481689863808182,5.1678161587127,0.35481339,4.9,0,1241.78115534782
0.0466202584331483,5.16930945180204,0.35481339,5.0,0,1302.60225248337
0.325707225546,1.06491129979151,0.39810717,0.0,0,748.894727468491
0.323749704341568,1.08086816805153,0.39810717,0.1,0,717.488526344299
0.318196959712235,1.12397323177324,0.39810717,0.2,0,872.159861326218
0.309832412878905,1.19050151478207,0.39810717,0.3,0,878.053130626679
0.299559497838095,1.27020727736977,0.39810717,0.4,0,857.466335773468
0.288160517825114,1.36037644958245,0.39810717,0.5,0,729.59699845314
0.276224418387397,1.4561274332977,0.39810717,0.6,0,723.484713077545
0.264162847937485,1.55461652068317,0.39810717,0.7,0,891.805687904358
0.252250572318568,1.65624050412914,0.39810717,0.8,0,877.908577680588
0.240663584562804,1.75896073940951,0.39810717,0.9,0,876.657356023789
0.229509311875617,1.86225758791953,0.39810717,1.0,0,912.068741083145
0.218848608252196,1.96762324434649,0.39810717,1.1,0,932.495908737183
0.208709841273104,2.07106258771399,0.39810717,1.2,0,897.678237915039
0.199101179130079,2.17619426732477,0.39810717,1.3,0,840.884544610977
0.190016109079245,2.28083267528995,0.39810717,1.4,0,948.031396865845
0.181439889453901,2.38713568051696,0.39810717,1.5,0,978.134178876877
0.173351783578288,2.49264037040518,0.39810717,1.6,0,836.947068929672
0.165728696519516,2.59703248953212,0.39810717,1.7,0,964.008344888687
0.158545106232355,2.69998039986671,0.39810717,1.8,0,865.137117385864
0.151775938821147,2.80728438902602,0.39810717,1.9,0,965.044264316559
0.145395969183378,2.9098319207453,0.39810717,2.0,0,993.443593740463
0.139380423641074,3.01697325991025,0.39810717,2.1,0,1028.66335582733
0.133706407765483,3.11858505718431,0.39810717,2.2,0,1025.98583579063
0.128351429282701,3.22500056901494,0.39810717,2.3,0,1001.61161828041
0.123294478062185,3.32898098040047,0.39810717,2.4,0,880.462129831314
0.118515859021732,3.43409351220936,0.39810717,2.5,0,1044.77564334869
0.113997419045457,3.53644245497882,0.39810717,2.6,0,1119.89713144302
0.109721748895724,3.63972620551415,0.39810717,2.7,0,878.396822690964
0.105673233542018,3.74412221322914,0.39810717,2.8,0,1065.47410774231
0.101836936545784,3.84970498892448,0.39810717,2.9,0,1057.58675551415
0.0981987600561285,3.95149120918088,0.39810717,3.0,0,1106.55759930611
0.0947464797755763,4.05946587304778,0.39810717,3.1,0,1080.22296690941
0.0914679597339042,4.16337892993402,0.39810717,3.2,0,1132.33844041824
0.0883521596313349,4.26268859202527,0.39810717,3.3,0,1133.9917576313
0.0853893241120247,4.36856235811523,0.39810717,3.4,0,935.303029298782
0.0825692494536759,4.47560881814807,0.39810717,3.5,0,992.371751308441
0.0798839925915604,4.57758399892838,0.39810717,3.6,0,1071.56262302399
0.0773248468678323,4.68040911539268,0.39810717,3.7,0,992.389402627945
0.0748843827009474,4.78412695533175,0.39810717,3.8,0,1059.66786837578
0.0725555598246677,4.88878196832325,0.39810717,3.9,0,959.338558197022
0.0703317091283542,4.99442004331419,0.39810717,4.0,0,1210.35861802101
0.0682073435126925,5.09368771142404,0.39810717,4.1,0,1126.87239170074
0.0661759699912958,5.20118207756325,0.39810717,4.2,0,1108.09587955475
0.064233053760566,5.30193049576048,0.39810717,4.3,0,1134.18276143074
0.0623731029473773,5.40336189782763,0.39810717,4.4,0,1052.40569448471
0.0605916971833599,5.50550333545161,0.39810717,4.5,0,1111.45698022842
0.0588846432054481,5.60838363993105,0.39810717,4.6,0,1222.30052828789
0.0572479624618009,5.71203166722273,0.39810717,4.7,0,1229.50737524033
0.0556761485615358,5.78711510023678,0.39810717,4.8,0,1113.85959649086
0.054141095847045,5.78882757507751,0.39810717,4.9,0,1171.90216827393
0.052634404681225,5.79050564821554,0.39810717,5.0,0,1186.12719488144
0.337521543888189,1.13501911322713,0.44668359,0.0,0,873.930435180664
0.335740008931635,1.14859794471697,0.44668359,0.1,0,870.499148845673
0.33064210159628,1.18798931510255,0.44668359,0.2,0,753.732309818268
0.322854937397848,1.24790285492154,0.44668359,0.3,0,749.528559923172
0.313143786188008,1.32311574784898,0.44668359,0.4,0,776.508394956589
0.302212561094568,1.40903423577142,0.44668359,0.5,0,764.187898635864
0.290619238279081,1.5009426260913,0.44668359,0.6,0,798.917279005051
0.278772899847925,1.59722314348042,0.44668359,0.7,0,938.186540126801
0.26695952544807,1.69552919682261,0.44668359,0.8,0,924.917257785797
0.255371553037472,1.79658886105029,0.44668359,0.9,0,885.001183986664
0.244134007956176,1.8985097604357,0.44668359,1.0,0,928.090483427048
0.233323722931214,2.00086225841509,0.44668359,1.1,0,786.250093221664
0.222983623145139,2.10329417638426,0.44668359,1.2,0,926.535724163055
0.213133712493698,2.20749501431883,0.44668359,1.3,0,794.300530195236
0.203777726633327,2.31142222489673,0.44668359,1.4,0,949.661067485809
0.194908938352821,2.41479621232035,0.44668359,1.5,0,979.630751609802
0.18651358537071,2.51972831068624,0.44668359,1.6,0,938.798136949539
0.178573520576241,2.62380351800662,0.44668359,1.7,0,868.461573600769
0.171067933526386,2.72672262378052,0.44668359,1.8,0,1024.64699244499
0.163974863344392,2.83094296033914,0.44668359,1.9,0,924.635997056961
0.157271654171914,2.93671567937866,0.44668359,2.0,0,894.264268875122
0.150936096034469,3.04089262273567,0.44668359,2.1,0,888.620802640915
0.144946415712916,3.14316967683149,0.44668359,2.2,0,1041.86452388763
0.139281374055149,3.24660584421637,0.44668359,2.3,0,1020.91739368439
0.133921254769258,3.35128896170014,0.44668359,2.4,0,1028.83223509789
0.128846654420325,3.45730966867942,0.44668359,2.5,0,971.678522586823
0.12404010854783,3.56084058592887,0.44668359,2.6,0,1062.92702293396
0.119484382830736,3.66146703018005,0.44668359,2.7,0,951.636132717133
0.115164226626859,3.76724885385994,0.44668359,2.8,0,1048.66178417206
0.111064309283291,3.86993247412277,0.44668359,2.9,0,1132.28611564636
0.107171184656695,3.97365844446445,0.44668359,3.0,0,926.308175325394
0.103472005744119,4.0784886521068,0.44668359,3.1,0,933.743494510651
0.0999545001557589,4.17953594076227,0.44668359,3.2,0,981.813665866852
0.0966082303598568,4.28657907835751,0.44668359,3.3,0,1146.32703137398
0.0934222358206093,4.3895868241771,0.44668359,3.4,0,1000.73857355118
0.0903869881791962,4.49356375492066,0.44668359,3.5,0,1208.1352519989
0.0874934234110177,4.59856264678387,0.44668359,3.6,0,1196.87966442108
0.0847335660507893,4.69873503320671,0.44668359,3.7,0,1153.14071512222
0.0820990600681443,4.80571946985091,0.44668359,3.8,0,1160.18692731857
0.0795832203933357,4.90757996053888,0.44668359,3.9,0,1003.78636574745
0.0771788570121892,5.010249458947,0.44668359,4.0,0,1203.19404745102
0.0748797498558677,5.11388989949837,0.44668359,4.1,0,1258.83270812035
0.0726799890121122,5.21816340727199,0.44668359,4.2,0,1056.61727786064
0.0705739660299335,5.31640147337273,0.44668359,4.3,0,1095.40622019768
0.068557098137254,5.42246115207901,0.44668359,4.4,0,1147.46714711189
0.0666237979883208,5.52951814497559,0.44668359,4.5,0,1075.79390048981
0.0647702333572614,5.62987899706018,0.44668359,4.6,0,1321.86735224724
0.0629916807948169,5.73087585863885,0.44668359,4.7,0,1078.037951231
0.0612843625061932,5.83253205739647,0.44668359,4.8,0,1286.30876278877
0.0596447703386881,5.94322579219343,0.44668359,4.9,0,1266.84769654274
0.0580693212449245,6.04649145784006,0.44668359,5.0,0,1308.59716534615
0.348327918209102,1.21019758375895,0.50118723,0.0,0,787.344554662705
0.346717621152952,1.22240600196403,0.50118723,0.1,0,869.169723510742
0.342074394087353,1.25729836663744,0.50118723,0.2,0,867.926155567169
0.334890622966546,1.31164271843861,0.50118723,0.3,0,799.095563411713
0.3258008732027,1.38222098096351,0.50118723,0.4,0,885.923223018646
0.315424433161754,1.46282606682034,0.50118723,0.5,0,815.768693208695
0.304279623397717,1.5508797505855,0.50118723,0.6,0,884.28555560112
0.292763790401127,1.64358345106171,0.50118723,0.7,0,874.72638130188
0.281166375858648,1.7385394734546,0.50118723,0.8,0,805.123510599136
0.269691490493007,1.83775253331397,0.50118723,0.9,0,794.962729930878
0.258477972672777,1.93657499514742,0.50118723,1.0,0,825.615895271301
0.247617194857308,2.03749500391673,0.50118723,1.1,0,807.212084531784
0.237165639219371,2.13873427119034,0.50118723,1.2,0,847.663221597672
0.227155383374396,2.24182272891193,0.50118723,1.3,0,947.006640672684
0.217600319069621,2.34483837577124,0.50118723,1.4,0,996.808809995651
0.208502654362252,2.44751238953722,0.50118723,1.5,0,872.639138221741
0.199855761433522,2.54957704160919,0.50118723,1.6,0,1014.7029774189
0.191647628446611,2.65309564713156,0.50118723,1.7,0,976.149059057236
0.183862250591673,2.75569473910429,0.50118723,1.8,0,918.302813053131
0.176481969345653,2.85971207615272,0.50118723,1.9,0,1005.36150145531
0.169487142131031,2.96249347344145,0.50118723,2.0,0,967.18096613884
0.162858454483085,3.06660274446801,0.50118723,2.1,0,1019.81904101372
0.156575782307414,3.16913868055969,0.50118723,2.2,0,926.479902267456
0.150620266214749,3.27290834514974,0.50118723,2.3,0,941.342375993729
0.144972993902719,3.377998209968,0.50118723,2.4,0,942.513497829437
0.13961592500291,3.48106991934521,0.50118723,2.5,0,1122.06677246094
0.134531946648074,3.58533465702836,0.50118723,2.6,0,977.526138305664
0.129704937349202,3.68714557682264,0.50118723,2.7,0,961.495323896408
0.125119437665683,3.78999480569052,0.50118723,2.8,0,1107.05571365356
0.120761209876524,3.89394510384672,0.50118723,2.9,0,965.30247759819
0.116616497435777,3.99906231232827,0.50118723,3.0,0,953.554710865021
0.112672684409891,4.10106726001654,0.50118723,3.1,0,1056.11144042015
0.108917776931282,4.20404102265532,0.50118723,3.2,0,1149.33715224266
0.105340720066851,4.30803773495261,0.50118723,3.3,0,1168.30892109871
0.101930931457776,4.41311245095881,0.50118723,3.4,0,1116.03837394714
0.0986789516079956,4.51431275761635,0.50118723,3.5,0,1212.4520316124
0.0955753448686444,4.61648730087234,0.50118723,3.6,0,1107.31893587112
0.0926118160457883,4.7192810958013,0.50118723,3.7,0,1106.27787518501
0.0897804563260433,4.8231316519396,0.50118723,3.8,0,1139.69556379318
0.0870737287821931,4.92795127944259,0.50118723,3.9,0,1092.3171210289
0.0844844586307909,5.03378520692942,0.50118723,4.0,0,1076.14559602737
0.0820067689868105,5.13461384296073,0.50118723,4.1,0,1272.78518152237
0.0796339989693497,5.23617296739087,0.50118723,4.2,0,1225.8055999279
0.0773606412284236,5.3384931829748,0.50118723,4.3,0,1320.28912472725
0.07518145140249,5.44160485209776,0.50118723,4.4,0,1294.19460940361
0.0730914390856811,5.54553918120077,0.50118723,4.5,0,1274.89824557304
0.0710858518131589,5.65033042889071,0.50118723,4.6,0,1294.00817275047
0.0691601678347433,5.75601287477765,0.50118723,4.7,0,1131.62014365196
0.0673107524832607,5.8552440990222,0.50118723,4.8,0,1094.01425719261
0.065533113460839,5.96259639037295,0.50118723,4.9,0,1274.15745067596
0.063824303083907,6.06316185917298,0.50118723,5.0,0,1326.2976796627
0.357952960186494,1.2912527422448,0.56234133,0.0,0,777.823312759399
0.356508507812415,1.30130584654299,0.56234133,0.1,0,795.677783250809
0.352315662189646,1.33274689514542,0.56234133,0.2,0,936.171689033508
0.345752786629707,1.38153612795011,0.56234133,0.3,0,963.416959047318
0.337333060707713,1.44624389572086,0.56234133,0.4,0,932.827592372894
0.327587859053454,1.52239919504512,0.56234133,0.5,0,935.582614421845
0.316988052981481,1.60530857879201,0.56234133,0.6,0,799.942394971848
0.305911684622738,1.69436299375125,0.56234133,0.7,0,900.584146022797
0.294645450778775,1.78723118007955,0.56234133,0.8,0,821.591207265854
0.283399109025205,1.88318545593152,0.56234133,0.9,0,940.609141111374
0.272321816872327,1.98037114137677,0.56234133,1.0,0,856.358650922775
0.261516793092711,2.07983530453483,0.56234133,1.1,0,852.470763444901
0.251052715242099,2.17983198532846,0.56234133,1.2,0,834.755415201187
0.240972767878408,2.28003608302697,0.56234133,1.3,0,963.176829814911
0.231301084740729,2.3819899825075,0.56234133,1.4,0,872.847163915634
0.222048853596255,2.48193243672374,0.56234133,1.5,0,1020.27934718132
0.213217221370695,2.58519704169247,0.56234133,1.6,0,1033.47565340996
0.204800288399631,2.68594042214235,0.56234133,1.7,0,1049.60539245605
0.196788109684775,2.79030922585309,0.56234133,1.8,0,1056.61871385574
0.189167142970893,2.89156825749586,0.56234133,1.9,0,902.708077192307
0.18192187284114,2.99411543856117,0.56234133,2.0,0,1061.15888810158
0.175035874492882,3.09803280562113,0.56234133,2.1,0,910.900067329407
0.168492062932678,3.20065364042502,0.56234133,2.2,0,1088.78311109543
0.162273113323075,3.30456514716549,0.56234133,2.3,0,942.901240825653
0.156362434321531,3.40683989069604,0.56234133,2.4,0,994.202661752701
0.150743097976821,3.51030309924562,0.56234133,2.5,0,954.894730329514
0.14539941363786,3.61175871423923,0.56234133,2.6,0,1128.34859061241
0.140315823027744,3.71427851564333,0.56234133,2.7,0,1123.9844853878
0.135477905815218,3.81792506236649,0.56234133,2.8,0,940.72601556778
0.130871550547821,3.92276465696144,0.56234133,2.9,0,970.429023504257
0.126483977819117,4.02503914228916,0.56234133,3.0,0,1155.61558032036
0.122302479234627,4.12834552298404,0.56234133,3.1,0,1122.39226460457
0.118315429157759,4.22863238124976,0.56234133,3.2,0,1173.47419095039
0.11451205289223,4.3340179910922,0.56234133,3.3,0,994.725259542465
0.110881764730253,4.43619369711017,0.56234133,3.4,0,1038.12096214294
0.107414930086344,4.53931305439466,0.56234133,3.5,0,1006.79948377609
0.104102425328234,4.64342072541425,0.56234133,3.6,0,1222.4009115696
0.100935726413454,4.74370590647284,0.56234133,3.7,0,1218.74087691307
0.0979069180410226,4.84976752931314,0.56234133,3.8,0,1233.8049800396
0.0950084297488539,4.95177762460415,0.56234133,3.9,0,1195.62827968597
0.0922331461623709,5.05463057246618,0.56234133,4.0,0,1238.87578725815
0.0895744807343113,5.15836285427956,0.56234133,4.1,0,1219.73647642136
0.0870261443247988,5.26301218134303,0.56234133,4.2,0,1243.43819093704
0.0845827451424991,5.36278764891787,0.56234133,4.3,0,1262.03892278671
0.0822381844042289,5.46322218373951,0.56234133,4.4,0,1283.00695800781
0.0799879779903183,5.57048172107845,0.56234133,4.5,0,1230.23546218872
0.0778269007234968,5.67247110768683,0.56234133,4.6,0,1295.70119571686
0.0757505040579352,5.77520008843775,0.56234133,4.7,0,1101.19878697395
0.0737545548311324,5.8786954987136,0.56234133,4.8,0,1274.9701321125
0.0718350142582702,5.98298545649428,0.56234133,4.9,0,1291.03719568253
0.0699882060131388,6.08107896162758,0.56234133,5.0,0,1286.9825398922
0.36623072106623,1.37916900453004,0.63095734,0.0,0,878.459460020065
0.364945866383919,1.3880712154875,0.63095734,0.1,0,764.343396186829
0.361194333306426,1.41541060909029,0.63095734,0.2,0,762.841244935989
0.355260798570669,1.4595817404302,0.63095734,0.3,0,889.090625524521
0.347548549740882,1.51725302902205,0.63095734,0.4,0,888.413331985474
0.338500225725783,1.58744328517691,0.63095734,0.5,0,899.910018205643
0.328531735798878,1.66608402168273,0.63095734,0.6,0,906.613368749619
0.317995263707568,1.75135187109263,0.63095734,0.7,0,789.305617809296
0.307169012998968,1.84080550635287,0.63095734,0.8,0,922.612669467926
0.296264072082784,1.9335234692374,0.63095734,0.9,0,928.576597213745
0.285436023859078,2.02901038565993,0.63095734,1.0,0,926.026699066162
0.274796736295092,2.12541169598341,0.63095734,1.1,0,935.393750905991
0.264424895225788,2.22392841923518,0.63095734,1.2,0,924.785113096237
0.254373573576767,2.32289888588995,0.63095734,1.3,0,841.662422418594
0.244676685736444,2.42196150371662,0.63095734,1.4,0,852.477469205856
0.23535377526085,2.52271952156622,0.63095734,1.5,0,853.106457471848
0.226413742580969,2.62317368841361,0.63095734,1.6,0,874.164068460465
0.217857681275428,2.7252132532526,0.63095734,1.7,0,1016.61647462845
0.209681281720541,2.82675158026719,0.63095734,1.8,0,1039.82379722595
0.201876194572921,2.92754897705573,0.63095734,1.9,0,998.338566064835
0.194431099407306,3.02967641190773,0.63095734,2.0,0,1051.52047681808
0.187333165428039,3.13077989934638,0.63095734,2.1,0,1002.25518226624
0.180568459713972,3.23313842658073,0.63095734,2.2,0,1037.9973077774
0.174122249319235,3.33682339860005,0.63095734,2.3,0,1085.65434169769
0.167979886437561,3.43914294458165,0.63095734,2.4,0,1084.97050380707
0.162126582092218,3.53981952763471,0.63095734,2.5,0,943.682016372681
0.156547695888543,3.64156485387911,0.63095734,2.6,0,970.644459486008
0.151229439102686,3.74443845602115,0.63095734,2.7,0,1056.55200505257
0.146158054815079,3.8485034408346,0.63095734,2.8,0,1057.03657650948
0.141320434097198,3.95045338550567,0.63095734,2.9,0,1101.91677093506
0.136704176540961,4.05346281398188,0.63095734,3.0,0,970.431301355362
0.132297303630911,4.15758817362605,0.63095734,3.1,0,1086.93687796593
0.128088905146147,4.25912759583192,0.63095734,3.2,0,1036.61356830597
0.124067994039664,4.36141689436136,0.63095734,3.3,0,1006.18399000168
0.120224546367614,4.46512923367631,0.63095734,3.4,0,964.78292965889
0.116549139921076,4.56553191174201,0.63095734,3.5,0,1045.81822514534
0.113032720962574,4.67104758272026,0.63095734,3.6,0,1137.72161769867
0.109666961510134,4.77327571043689,0.63095734,3.7,0,1170.65809941292
0.106443732288826,4.87641012489584,0.63095734,3.8,0,1188.96337270737
0.103355625794072,4.97578023167665,0.63095734,3.9,0,1208.98876404762
0.100395680394712,5.08069485419187,0.63095734,4.0,0,1160.08830785751
0.0975570169219655,5.18163374678075,0.63095734,4.1,0,1213.71244883537
0.0948334739844672,5.28333681783864,0.63095734,4.2,0,1048.36001682282
0.0922193032347997,5.39111881032587,0.63095734,4.3,0,1096.14377641678
0.0897089391821973,5.48914890695037,0.63095734,4.4,0,1066.78273963928
0.0872971486521505,5.59332201686157,0.63095734,4.5,0,1052.82960629463
0.0849788679677305,5.69838294793623,0.63095734,4.6,0,1061.81406879425
0.0827496671644295,5.79846421740129,0.63095734,4.7,0,1247.49642181396
0.0806049672538411,5.90523249188475,0.63095734,4.8,0,1093.45844364166
0.0785410531221256,6.00676136781333,0.63095734,4.9,0,1151.17090249062
0.0765537539330108,6.10897710460445,0.63095734,5.0,0,1295.98006558418
0.373007591333211,1.4749799229279,0.70794578,0.0,0,797.889776468277
0.371874728435787,1.48283954197736,0.70794578,0.1,0,904.370219230652
0.368550476640995,1.50631955612583,0.70794578,0.2,0,905.484488010407
0.363244382864205,1.54507839357281,0.70794578,0.3,0,806.698959350586
0.356264331935924,1.59655334577716,0.70794578,0.4,0,754.676407814026
0.347966434475068,1.66041019786241,0.70794578,0.5,0,774.597989559174
0.338705809803667,1.73418794279463,0.70794578,0.6,0,923.414849758148
0.32880066614246,1.81525075968203,0.70794578,0.7,0,779.646698236466
0.31851552040493,1.90108836482616,0.70794578,0.8,0,877.03896355629
0.308058770331817,1.99056894493905,0.70794578,0.9,0,835.849913358688
0.297589184140241,2.08282160965941,0.70794578,1.0,0,789.373053789139
0.287224875679592,2.17782718319551,0.70794578,1.1,0,964.373706817627
0.277052183615981,2.27348728462336,0.70794578,1.2,0,956.550534009934
0.267132239519974,2.36957226610248,0.70794578,1.3,0,911.473913669586
0.257507297357754,2.46739984779356,0.70794578,1.4,0,985.37489438057
0.248204987940007,2.56694736210464,0.70794578,1.5,0,1004.81277894974
0.239241412627446,2.66644696624879,0.70794578,1.6,0,995.956287384033
0.230624492051979,2.76552721087421,0.70794578,1.7,0,1010.95924210548
0.222355859091756,2.86633379034012,0.70794578,1.8,0,836.693640947342
0.214432232016756,2.96644588419102,0.70794578,1.9,0,1010.06784343719
0.206847267292082,3.06792310405633,0.70794578,2.0,0,982.768330812454
0.199591855606537,3.16857890921788,0.70794578,2.1,0,1025.43353247643
0.192655576319168,3.27052494959096,0.70794578,2.2,0,890.135909795761
0.186026639675166,3.37137606111274,0.70794578,2.3,0,993.442247629166
0.179692903693818,3.47343744202392,0.70794578,2.4,0,1030.02593660355
0.173641570471736,3.57677067570131,0.70794578,2.5,0,1043.03300428391
0.167860232573048,3.6786735367218,0.70794578,2.6,0,933.572672843933
0.16233634082323,3.77888268262189,0.70794578,2.7,0,927.022145986557
0.157057340503595,3.88010825263898,0.70794578,2.8,0,918.541743278503
0.152011566973704,3.98240098881153,0.70794578,2.9,0,978.458831548691
0.147187407625416,4.0858129518899,0.70794578,3.0,0,949.752104759216
0.142573665593215,4.18707531782428,0.70794578,3.1,0,940.567629575729
0.138159831104697,4.28932826845958,0.70794578,3.2,0,1078.85969996452
0.133935767471767,4.39261700922584,0.70794578,3.3,0,1071.9620206356
0.129891716441217,4.49331266380016,0.70794578,3.4,0,1125.91110110283
0.126018657536302,4.5986913244732,0.70794578,3.5,0,1100.68478536606
0.122307848004919,4.70122263830813,0.70794578,3.6,0,1064.18695187569
0.11875116935311,4.80087244146258,0.70794578,3.7,0,988.27939081192
0.115340619354271,4.90534981748674,0.70794578,3.8,0,1132.38801813126
0.112068962621792,5.00681006366657,0.70794578,3.9,0,1061.42818427086
0.108929150748246,5.10862337388265,0.70794578,4.0,0,998.629925251007
0.105914660869789,5.21153023267149,0.70794578,4.1,0,1136.63464808464
0.103019218378453,5.31533026709865,0.70794578,4.2,0,1044.42593383789
0.100237021147099,5.41523550878961,0.70794578,4.3,0,1169.70740199089
0.0975624995226401,5.52078107209147,0.70794578,4.4,0,1164.58744621277
0.0949904866785113,5.62222417567504,0.70794578,4.5,0,1223.21202397347
0.092515930255871,5.7244119708976,0.70794578,4.6,0,1231.98572492599
0.0901341977732464,5.82737101390146,0.70794578,4.7,0,1163.71818470955
0.0878408462707506,5.93112751471556,0.70794578,4.8,0,1108.5711171627
0.0856318138742739,6.03006633864155,0.70794578,4.9,0,1143.84444189072
0.0835031448584099,6.1353501369392,0.70794578,5.0,0,1273.86314272881
0.378147555451328,1.57979753349435,0.79432823,0.0,0,880.656136751175
0.377157804490346,1.58673089250349,0.79432823,0.1,0,871.298784971237
0.374241542999531,1.60664624722484,0.79432823,0.2,0,860.095906257629
0.3695498083219,1.64031811396309,0.79432823,0.3,0,893.57491350174
0.36331135252049,1.68660167639922,0.79432823,0.4,0,877.968221187592
0.355802563696794,1.74380864729261,0.79432823,0.5,0,788.032943725586
0.347314267660498,1.81008683191645,0.79432823,0.6,0,762.1637134552
0.338123225116428,1.88618816505643,0.79432823,0.7,0,887.545110702515
0.328472748612635,1.96669536164764,0.79432823,0.8,0,813.895978689194
0.318563921066448,2.05247507634806,0.79432823,0.9,0,896.158509969711
0.308556205432412,2.14285469855393,0.79432823,1.0,0,807.02377820015
0.298571909347672,2.23476402191726,0.79432823,1.1,0,952.721293926239
0.288703104918175,2.32757946983504,0.79432823,1.2,0,965.937408924103
0.27901757811656,2.4223201794977,0.79432823,1.3,0,916.160645246506
0.269564568110913,2.5189393408599,0.79432823,1.4,0,913.229871749878
0.260378191361238,2.61563446413662,0.79432823,1.5,0,967.128719568253
0.251481646738088,2.71400910243803,0.79432823,1.6,0,945.620668649674
0.242888861365387,2.8122535390152,0.79432823,1.7,0,971.190976619721
0.234607296833523,2.91198930449144,0.79432823,1.8,0,845.698486566544
