P_max,OmegaP,OmegaM,t_max,Mu,Gamma_e,Delta1,Delta2,number_of_fails,ComputTime
0.0020790931092051,0.886949728670518,0.920323338346504,7.54353371700504,7.13518905378695,0.0158,24.3,-24.3,0,82262.8588242531
0.0006696601312732,1.03402106342689,39.7539885293316,1.01602551824318,0.0,0.0158,24.4,-24.4,1,60002.7517361641
0.0009205006194427,0.111217403828514,0.0668380142680512,7.4673522644422,0.679346496369807,0.0158,24.5,-24.5,1,33393.2394640446
0.0016424763551002,0.565850006319691,1.70609646137365,10.3866530383714,9.43891235923906,0.0158,24.6,-24.6,0,265430.263417006
0.0029551415918189,0.769484118704292,2.30054029709379,8.18484920187948,7.2348754175684,0.0158,24.7,-24.7,1,51438.5807855129
0.0009661767942082,0.416114278873892,0.0568881143177575,13.7091928509706,1.58092199838037,0.0158,24.8,-24.8,0,100406.980541945
0.0006562206589822,1.03402581430243,40.5686699409022,1.01570233720227,0.0,0.0158,24.9,-24.9,1,61134.9479959011
0.0006535972360684,1.03402785881747,40.731572082634,1.01563836041544,0.0,0.0158,25.0,-25.0,0,49526.4978778362
0.0006509947047003,1.03402414667568,40.894489800487,1.01557485816954,0.0,0.0158,25.1,-25.1,0,28823.1828467846
0.0006484128163271,1.03402496692737,41.0574335757702,1.01551482813587,0.0,0.0158,25.2,-25.2,2,46887.6114017963
0.0007614812964466,1.03398864180451,71.4395816037671,1.11348143013259,0.113386354320769,0.0158,25.3,-25.3,0,37197.9371862412
0.0008532743752789,0.0381240703070066,0.0537836840475811,0.737746419615454,0.703772584878765,0.0158,25.4,-25.4,0,75332.3497388363
0.0006407885820265,1.03402797086963,41.5461400017812,1.01533122931142,0.0,0.0158,25.5,-25.5,0,78738.8051869869
0.000714663238306,0.429589138965854,0.106949044359453,7.09169582122962,0.113525066459308,0.0158,25.6,-25.6,0,65377.1089272499
0.0006358045904618,1.03403105172999,41.8720099457124,1.01521228502431,0.0,0.0158,25.7,-25.7,1,31810.7519803047
0.0006333415549581,1.03402962731272,42.0349993420674,1.01515519465928,0.0,0.0158,25.8,-25.8,0,72647.4919800758
0.0006308975283129,1.03402715853376,42.1978650032334,1.01509497975541,0.0,0.0158,25.9,-25.9,2,38735.3678462505
0.0043843540853003,0.523413089095198,1.30545097256605,11.8298378314212,10.3905684825601,0.0158,26.0,-26.0,0,246055.786413908
0.0041678036627718,0.461109279091756,0.425959923044547,13.2105955735822,11.8230861781662,0.0158,26.1,-26.1,0,58488.289634943
0.0025148557500866,0.187236059747569,0.091559227115717,7.15381366632882,0.123018570360228,0.0158,26.2,-26.2,0,38715.9441184998
0.0023306367181524,0.0707229983529946,0.082147431127116,9.02464646849796,0.738046339140107,0.0158,26.3,-26.3,0,44968.975209713
0.0006189549719722,1.03403552624449,43.0124426013576,1.01480471049485,0.0,0.0158,26.4,-26.4,0,40556.7503695488
0.0007304803450742,1.03396947585575,74.0290782191715,1.06549633686939,0.065486805059252,0.0158,26.5,-26.5,0,28636.2390463352
0.0009787636689571,0.106742241239422,0.0950212883073659,0.910016563053618,0.0408824628920484,0.0158,26.6,-26.6,1,31019.2608501911
0.0006120040187448,1.03403201279244,43.5012230259925,1.0146428962186,0.0,0.0158,26.7,-26.7,0,28272.0830135345
0.0006097215974422,1.03403716585645,43.6641740296125,1.01458428378544,0.0,0.0158,26.8,-26.8,1,33139.2074592114
0.0007196303285483,1.03397367563509,75.1463763456449,1.06452427138353,0.0645163355800908,0.0158,26.9,-26.9,0,24925.9145772457
0.0006052074480353,1.03403946652495,43.9899628205481,1.01447459190354,0.0,0.0158,27.0,-27.0,0,33182.423322916
0.0006029753460249,1.03403986889966,44.1528952575894,1.01442166089958,0.0,0.0158,27.1,-27.1,0,11920.2107934952
0.0006007596477811,1.03404093146827,44.3158566420188,1.0143677831414,0.0,0.0158,27.2,-27.2,2,57425.879814148
0.0007554436836765,0.612796475746678,0.328329001027021,9.76058891707545,6.35793705634905,0.0158,27.3,-27.3,0,74577.0750153065
0.0005963767445853,1.03404005727222,44.6416376935817,1.01426274016964,0.0,0.0158,27.4,-27.4,0,61065.9884586334
0.0005942091871492,1.03404190025329,44.8045711658168,1.01421125648308,0.0,0.0158,27.5,-27.5,0,28698.8879423141
0.0005920573284185,1.03404002866545,44.9675034103255,1.01416249255641,0.0,0.0158,27.6,-27.6,1,47981.4052772522
0.0026902302585245,0.634199343918469,0.88453229998084,10.996712825061,9.77014151526536,0.0158,27.7,-27.7,0,246949.612172365
0.0010767254436661,0.0758632676314439,0.0941809410529935,0.910720528689855,0.0530218245191042,0.0158,27.8,-27.8,0,56811.8690214157
0.0006491914500023,0.306959795015529,0.478848894432588,8.63164960859496,8.02647478946897,0.0158,27.9,-27.9,0,61973.9120590687
0.0067653357758893,0.869333040632724,2.17244198828822,12.1123565405261,11.1477293108622,0.0158,28.0,-28.0,0,265701.950876713
0.001549689758246,0.305664176572476,0.0682277766199724,12.5545807926733,0.697469737094259,0.0158,28.1,-28.1,0,52253.3697857857
0.0005794665014696,1.03404252824897,45.9450078203829,1.01385967818106,0.0,0.0158,28.2,-28.2,1,60298.2655155659
0.0006840679744589,1.03399125965795,79.0564446243187,1.06133667757146,0.061336029497819,0.0158,28.3,-28.3,1,29502.9059658051
0.0005753877228413,1.03404747516388,46.270858919679,1.01375916343522,0.0,0.0158,28.4,-28.4,0,56675.211379528
0.000573369789936,1.03404291494146,46.4337448907214,1.0137127579119,0.0,0.0158,28.5,-28.5,0,57961.7452511787
0.0032813012603411,0.0332996741141429,0.0274959686085655,7.23864899773851,1.00333820469562,0.0158,28.6,-28.6,0,261835.120966196
0.0027917967337776,0.123873960412655,0.0675034622718327,9.98377309787809,0.601458270508413,0.0158,28.7,-28.7,0,55108.8543851376
0.000567400029759,1.03404753880937,46.9225018258663,1.01357003750649,0.0,0.0158,28.8,-28.8,1,64068.814404726
0.0006698805684488,1.03399309503485,80.7322132317612,1.0600683224619,0.0600671269903322,0.0158,28.9,-28.9,1,41769.774989605
0.0010526062920243,0.062183380559673,0.0460813623178185,3.55038461396711,3.90445790085756,0.0158,29.0,-29.0,0,234872.457700729
0.0013624666190669,0.395109209664244,0.594597385631493,8.63457047190251,8.44854169783229,0.0158,29.1,-29.1,0,65982.7606105804
0.0006630052742047,1.03399494180608,81.5700556674969,1.05945148937911,0.0594518304458701,0.0158,29.2,-29.2,0,29258.7103867531
0.0005577219577109,1.03404594075761,47.7371225708947,1.01333914255378,0.0,0.0158,29.3,-29.3,0,29954.6412956715
0.0005558258263633,1.03405072093748,47.9000656176082,1.01329178713286,0.0,0.0158,29.4,-29.4,0,28110.1798889637
0.0005539425438987,1.0340513706711,48.0629531066404,1.0132456356403,0.0,0.0158,29.5,-29.5,0,61550.9546322823
0.0005520719801579,1.03405181015667,48.2259031374877,1.01319904075781,0.0,0.0158,29.6,-29.6,1,32712.949669838
0.000550214006735,1.03405078660024,48.3887609271566,1.01315672753,0.0,0.0158,29.7,-29.7,0,28110.6073071957
0.000548368496944,1.03405355983483,48.5516855951612,1.01311048879406,0.0,0.0158,29.8,-29.8,1,61060.4385714531
0.0005465353257965,1.03405039814022,48.7146289288869,1.01306959270126,0.0,0.0158,29.9,-29.9,0,35877.1781454086
0.0012236480554227,0.0202098946396112,0.0321507990656999,7.48753119045555,2.01060035871008,0.0158,30.0,-30.0,0,161944.099609852
0.127064117035155,0.250907752084108,0.14348399885548,5.91360678124707,0.0,0.0251,0.0,0.0,0,681.233714818955
0.109199046699915,0.417931360721055,0.489864993546867,9.43688408989018,7.92308471419817,0.0251,0.1,-0.1,0,1476.70257997513
0.0831234030020503,0.540565816212254,0.354164917858524,3.13651920977385,0.0,0.0251,0.2,-0.2,0,1182.51678395271
0.071586283983158,0.668093211862562,0.963391243609566,5.62339760820614,4.33652220901919,0.0251,0.3,-0.3,0,1485.0710670948
0.0596943354231699,0.750495145066383,1.21945449778885,4.70635375545999,3.49198047030579,0.0251,0.4,-0.4,0,954.866858720779
0.0508674860625893,0.811569570953731,1.48258991566926,4.07597798457764,2.91264063826559,0.0251,0.5,-0.5,0,1250.41600012779
0.0441513692000571,0.85686989102551,1.75048412775301,3.62083465391047,2.49375793063594,0.0251,0.6,-0.6,0,1245.91058373451
0.0389132561970401,0.890816681930553,2.02144024317284,3.27912789116534,2.17830524346436,0.0251,0.7,-0.7,0,1722.28434371948
0.030659941666811,0.951473795810383,1.25608084251944,1.55758287231273,0.0,0.0251,0.8,-0.8,0,1392.01564025879
0.0313372352077462,0.936289965546494,2.56927868864674,2.80365619906633,1.73675618319578,0.0251,0.9,-0.9,0,2329.15138721466
0.0285256428892822,0.951703195717029,2.84491038732501,2.63240220108065,1.57668783328213,0.0251,1.0,-1.0,0,1198.03230643272
0.0261647103746086,0.963891923965307,3.12124766182413,2.49077356933767,1.44374041142068,0.0251,1.1,-1.1,0,1259.59335899353
0.0241564959179983,0.973654404637313,3.39819988831633,2.371508237381,1.3313533092194,0.0251,1.2,-1.2,0,1394.37295055389
0.0224289485409542,0.981580302624505,3.67556968006388,2.26993967882752,1.23532668650684,0.0251,1.3,-1.3,0,1711.43098735809
0.0209280470736924,0.988072424501882,3.95324555962145,2.1823989594962,1.15226769383621,0.0251,1.4,-1.4,0,1247.69460320473
0.0196125857083012,0.993482813829388,4.23110325956278,2.1061069903687,1.07967252451131,0.0251,1.5,-1.5,0,18343.996743679
0.0184506414519764,0.998023968653173,4.50916307733403,2.03913588789107,1.01580588394799,0.0251,1.6,-1.6,0,1587.94509768486
0.0149699122953044,1.01688018015542,2.74404029137291,1.24255710322456,0.0,0.0251,1.7,-1.7,0,1359.4378786087
0.0164921008263362,1.00510105618353,5.06584836698802,1.92693066726132,0.908377614067926,0.0251,1.8,-1.8,0,1631.38579368591
0.0156594785086851,1.00789738617899,5.34429200925684,1.87946605747981,0.862793646385629,0.0251,1.9,-1.9,0,2281.32453584671
0.0127692791139408,1.02158462548784,3.23779014929699,1.20425325489136,0.0,0.0251,2.0,-2.0,0,914.877901554108
0.0142215124821899,1.01243081135437,5.90148082646021,1.79783803517947,0.784192736071748,0.0251,2.1,-2.1,1,10516.9549546242
0.0135965350289817,1.01426155213976,6.18018570471488,1.76247945140882,0.750044951534866,0.0251,2.2,-2.2,0,1436.04586338997
0.0111305197057661,1.02462841773063,3.73032454302613,1.17641549362421,0.0,0.0251,2.3,-2.3,0,1569.26649308205
0.0124971407391357,1.01730866389385,6.73776780571534,1.7004555632266,0.690024482512248,0.0251,2.4,-2.4,0,1903.17182469368
0.0102525850839692,1.0263471472283,4.05879649679576,1.16145702200604,2.72209008379092e-08,0.0251,2.5,-2.5,0,2829.84733772278
0.0098634396616215,1.02664857783603,4.22215856908996,1.15523415793818,0.0,0.0251,2.6,-2.6,0,1129.70475459099
0.0111439212267873,1.0207209317,7.57442349548246,1.62431133486964,0.616113971332184,0.0251,2.7,-2.7,0,9789.95237398148
0.0091673111220828,1.02764059489515,4.54949658587478,1.14378208070812,0.0,0.0251,2.8,-2.8,0,1515.86063361168
0.0103929930133428,1.02244585250441,8.13228518433821,1.58218239879476,0.575108473925242,0.0251,2.9,-2.9,0,1162.63933730125
0.0085627679646387,1.02843054662777,4.87678192542435,1.13391985972178,0.0,0.0251,3.0,-3.0,0,1282.08624434471
0.0082893841122021,1.02877452589273,5.04034499578382,1.12945107906466,0.0,0.0251,3.1,-3.1,1,3661.78391766548
0.0080328851231275,1.02911092626795,5.20387173937529,1.12529003663752,0.0,0.0251,3.2,-3.2,0,1202.7597219944
0.0077917563374302,1.02939205060124,5.3673046220127,1.12137584651621,0.0,0.0251,3.3,-3.3,1,18478.8400433064
0.0088934498509236,1.02557844115521,9.52743782934777,1.49817519772454,0.493120131708019,0.0251,3.4,-3.4,1,2639.58073663712
0.0073504039976656,1.02991694573968,5.69421291520456,1.11424228111608,0.0,0.0251,3.5,-3.5,0,1200.98575854301
0.0071479343781768,1.03011134186217,5.85760202629419,1.11099976978886,0.0,0.0251,3.6,-3.6,0,953.313580989838
0.0069563048417444,1.03033013793626,6.02093502773302,1.10792435028804,0.0,0.0251,3.7,-3.7,0,1477.09778785706
0.0079724576122547,1.02724563420949,10.6436773239766,1.44671625463011,0.442706004165743,0.0251,3.8,-3.8,0,1200.98989462852
0.0066022649691139,1.03070098872676,6.34769932067072,1.10226053786323,0.0,0.0251,3.9,-3.9,1,8529.57413554192
0.0075798245941204,1.02790043825806,11.2019796289946,1.42477003982578,0.421181403067677,0.0251,4.0,-4.0,0,1513.26277709007
0.007397632855481,1.02818990063063,11.481147331265,1.41459665247825,0.411191214855728,0.0251,4.1,-4.1,0,1290.47891378403
0.0061339153330792,1.03114571287045,6.83748061355722,1.0947832509242,0.0,0.0251,4.2,-4.2,0,1184.99605226517
0.0070582726206094,1.02873842882394,12.0393721601306,1.39563339978001,0.392567507357422,0.0251,4.3,-4.3,0,2090.27460479736
0.0058568958641244,1.03140713619921,7.16387841110432,1.09039324902702,0.0,0.0251,4.4,-4.4,0,1354.74328947067
0.0057275533710976,1.03152271943031,7.32702186727334,1.08835138419323,1.71410245555348e-10,0.0251,4.5,-4.5,0,6518.37504196167
0.0056037951887318,1.03164830763559,7.49037974153331,1.08636872054924,0.0,0.0251,4.6,-4.6,0,2067.34922289848
0.0054852675982295,1.03174813504567,7.65355412413432,1.08449639042426,0.0,0.0251,4.7,-4.7,0,1907.8308699131
0.0063318921493695,1.029775761825,13.4353083925774,1.35508185251052,0.352656217416537,0.0251,4.8,-4.8,0,1682.05522370338
0.0052626325926015,1.03191661133754,7.9799084959191,1.08098998921762,0.0,0.0251,4.9,-4.9,1,2732.35434627533
0.0051579524462412,1.03200556594353,8.14299909134556,1.0793400475228,0.0,0.0251,5.0,-5.0,0,1183.1049413681
0.0059635636888077,1.03027920959332,14.2727684294834,1.33451917283273,0.332399037895405,0.0251,5.1,-5.1,0,12083.3403530121
0.0058501170782769,1.03042316997221,14.551956054325,1.32818431713009,0.326154195138164,0.0251,5.2,-5.2,0,1643.23129558563
0.0048674755707161,1.03224239709397,8.63242868129129,1.07476442825352,0.0,0.0251,5.3,-5.3,0,1429.7010114193
0.004777781812513,1.0323213486932,8.79552907213406,1.07335054409492,0.0,0.0251,5.4,-5.4,0,1648.68304014206
0.0055342487312935,1.03081431638459,15.3895428770142,1.3105390864032,0.308752925147278,0.0251,5.5,-5.5,0,1253.62577271461
0.0046079528242854,1.032413509259,9.12177042254298,1.07070138327744,0.0,0.0251,5.6,-5.6,0,1604.07710957527
0.0045274841680127,1.03249913856289,9.28486243977345,1.06943836717713,0.0,0.0251,5.7,-5.7,1,3376.46092796326
0.0044497761627389,1.03253901294489,9.44793273992866,1.06822188779052,0.0,0.0251,5.8,-5.8,0,1524.46940493584
0.0043746892142487,1.03258731687679,9.61107909677091,1.06704824928413,0.0,0.0251,5.9,-5.9,0,2209.72332596779
0.00430209298042,1.03263358390924,9.77416412547505,1.06591072348933,0.0,0.0251,6.0,-6.0,1,2218.06089472771
0.0049947824915377,1.03142133276453,17.0648818257301,1.2804170335846,0.278996208655126,0.0251,6.1,-6.1,1,2300.04925990105
0.0049149240592873,1.03150739029151,17.3439793670706,1.27595303114044,0.274586486591471,0.0251,6.2,-6.2,0,1803.77028608322
0.0040980685781626,1.03276597938606,10.2632984403699,1.06272960502438,0.0,0.0251,6.3,-6.3,2,3398.43979501724
0.0040342918858637,1.03281068016939,10.4263594999642,1.06173586054199,0.0,0.0251,6.4,-6.4,2,3074.14448642731
0.0046899573205923,1.03174439247507,18.181743339141,1.26338791812563,0.262160004976627,0.0251,6.5,-6.5,0,1555.40541148186
0.0039125114098593,1.03288253856888,10.7525011236201,1.0598414127649,0.0,0.0251,6.6,-6.6,0,1442.77481174469
0.0045510735939522,1.03188117901776,18.7401667213055,1.25562493955155,0.254480638498759,0.0251,6.7,-6.7,0,1782.11022424698
0.0037978647719891,1.03295775608473,11.078526809248,1.05805450251912,0.0,0.0251,6.8,-6.8,1,2346.70847463608
0.0037430236577813,1.03299368838267,11.2416541524326,1.0571990193153,0.0,0.0251,6.9,-6.9,0,1920.50612092018
0.0036897432013302,1.03301910566773,11.4046496863462,1.05637997336908,0.0,0.0251,7.0,-7.0,0,1894.24386692047
0.0036379577425433,1.03303878181009,11.5676884817996,1.05557463523109,0.0,0.0251,7.1,-7.1,0,1947.77296519279
0.0035876052527852,1.0330890369283,11.7307002724559,1.05478043542501,0.0,0.0251,7.2,-7.2,0,1621.65322899818
0.0035386270862861,1.03311240283033,11.8936803944423,1.05402009176756,0.0,0.0251,7.3,-7.3,0,1556.60733294487
0.0034909677538391,1.0331367772264,12.0567801685273,1.053288899644,0.0,0.0251,7.4,-7.4,1,2255.0434422493
0.0040690378836745,1.03233024805751,20.9740693315141,1.22868375341812,0.227803867578433,0.0251,7.5,-7.5,2,3650.19724273682
0.0033993981715486,1.03318386268893,12.382730161677,1.05185617169519,2.1904761684666096e-11,0.0251,7.6,-7.6,0,4672.23166966438
0.0033553909208209,1.03320622535305,12.545817656359,1.05119205822021,0.0,0.0251,7.7,-7.7,1,2086.45575451851
0.0033125081548162,1.03322909043948,12.7088276700071,1.05052095388354,0.0,0.0251,7.8,-7.8,0,1502.48447418213
0.0032707073314413,1.03324692971271,12.8717632865472,1.04988176591017,0.0,0.0251,7.9,-7.9,2,3975.65468668938
0.0032299480263558,1.03327822810628,13.0348196607083,1.04924439041389,0.0,0.0251,8.0,-8.0,0,1545.61248254776
0.0031901918035762,1.03329165145413,13.1978453113126,1.04863266027701,0.0,0.0251,8.1,-8.1,0,2146.12883496285
0.0031514020949552,1.03330855034871,13.3607885830935,1.04803247048103,0.0,0.0251,8.2,-8.2,0,1853.92887020111
0.0036792884384443,1.03265242633533,23.2081369172795,1.2068861863981,0.206191096092729,0.0251,8.3,-8.3,0,1542.84829926491
0.0030765846218124,1.03335584687899,13.6867993937304,1.04687363114826,0.0,0.0251,8.4,-8.4,1,2961.30567884445
0.0030404920902358,1.03336143793621,13.849783011641,1.04632376881352,8.87920094831477e-14,0.0251,8.5,-8.5,0,1940.59978246689
0.0035517056423576,1.03274837426251,24.045898366476,1.1997515781696,0.199110298118925,0.0251,8.6,-8.6,0,1693.96235966682
0.003511120951288,1.03278478481907,24.3251662353855,1.19747746255835,0.196856137323539,0.0251,8.7,-8.7,0,2383.08861470222
0.0029371215163742,1.03341449493022,14.3387827373752,1.04472866420053,0.0,0.0251,8.8,-8.8,1,2689.17909598351
0.0029042087334793,1.03343627803634,14.5017480363053,1.04421584230313,0.0,0.0251,8.9,-8.9,0,1909.38604784012
0.0028720252317494,1.03344804608843,14.6647368029594,1.04371521453282,0.0,0.0251,9.0,-9.0,1,2382.20787549019
0.0028405470432061,1.03345526848699,14.8277257237922,1.04323519484496,0.0,0.0251,9.1,-9.1,0,1644.61789989471
0.0028097512385404,1.03348299653396,14.9906993623538,1.0427553975398,0.0,0.0251,9.2,-9.2,0,1613.63550043106
0.0027796158714651,1.03348193300673,15.1537214346207,1.04229803140761,0.0,0.0251,9.3,-9.3,0,2337.3815267086
0.0032510656584873,1.03297100688367,26.2800407794196,1.18292114360416,0.182407078411774,0.0251,9.4,-9.4,1,2886.08868718147
0.0027212432706537,1.03351430363119,15.4796339946869,1.04139427760762,0.0,0.0251,9.5,-9.5,0,1868.64761471748
0.0026929666065389,1.03352362459484,15.6425916799849,1.04096022629278,0.0,0.0251,9.6,-9.6,0,1789.215020895
0.0026652714306169,1.03354185902156,15.8055675308408,1.0405353120469,0.0,0.0251,9.7,-9.7,0,1815.71429204941
0.0026381399921737,1.03354710562471,15.9685825161748,1.04012034570401,0.0,0.0251,9.8,-9.8,0,1499.55544066429
0.0026115552555531,1.0335617250297,16.1315641954254,1.03970890267937,0.0,0.0251,9.9,-9.9,1,3253.51963663101
0.0030569818929095,1.033107797739,27.9555720742797,1.17205156037818,0.171612047953613,0.0251,10.0,-10.0,3,6608.94082093239
0.0025599611088092,1.03358000784471,16.4574261364825,1.03891733160914,0.0,0.0251,10.1,-10.1,1,5154.51647210121
0.0029973347506508,1.03315429689021,28.5141689606119,1.16870729135945,0.168292104840913,0.0251,10.2,-10.2,0,3133.89271736145
0.0025103657038949,1.03360161328787,16.7833987570714,1.0381558705343,0.0,0.0251,10.3,-10.3,1,4387.96427106857
0.0024862815884861,1.03361162134126,16.9463936019955,1.03777952311328,0.0,0.0251,10.4,-10.4,1,4660.0300681591
0.0029121029686115,1.03320074929011,29.3519752249871,1.16393394053002,0.163545770567328,0.0251,10.5,-10.5,0,2435.3149728775
0.0028537387800766,1.03276439062385,29.8132431575313,1.43247031183696,0.431090671509695,0.0251,10.6,-10.6,0,2399.4783346653
0.0024167239368385,1.03364219206039,17.435256235377,1.03671576584898,0.0,0.0251,10.7,-10.7,0,41454.947537899
0.002831583075649,1.03325499172794,30.1897808216997,1.15941774082069,0.159061937102347,0.0251,10.8,-10.8,0,4233.29758572578
0.0023724744421781,1.03365576285229,17.7611479831043,1.03603552329499,0.0,0.0251,10.9,-10.9,3,40708.3702671528
0.0027803314535203,1.03328242617787,30.7484002728258,1.15654797700184,0.156204926093835,0.0251,11.0,-11.0,2,5033.91080260277
0.0027553949543548,1.03329896418442,31.027580706379,1.15515353206251,0.154816786021771,0.0251,11.1,-11.1,0,2520.6178753376
0.0023090567649599,1.03367979426841,18.2500608289828,1.03506005848284,0.0,0.0251,11.2,-11.2,0,2295.13226795197
0.0027068398783972,1.03332381880857,31.5861543836261,1.15243033783017,0.152110913601996,0.0251,11.3,-11.3,0,55138.0533788204
0.0022686286091761,1.03369412670303,18.5759471085835,1.03444487057966,0.0,0.0251,11.4,-11.4,1,4904.96700644493
0.0026599659987816,1.03335372586909,32.1447062697993,1.14980166139271,0.14949699826718,0.0251,11.5,-11.5,1,36665.8273274899
0.002229591568475,1.03370953434919,18.9019059640628,1.03384152084444,0.0,0.0251,11.6,-11.6,3,6193.259090662
0.0026146875068175,1.03337622608981,32.7031925049078,1.14726298551377,0.146971718836972,0.0251,11.7,-11.7,1,3575.63403391838
0.0021918750654874,1.033721531154,19.2278367199426,1.03326639260405,0.0,0.0251,11.8,-11.8,0,2215.90962529182
0.0021734912545669,1.03373213126508,19.3907353881194,1.03298047501894,0.0,0.0251,11.9,-11.9,0,56292.6008799076
0.0021554132171374,1.03373913000392,19.5537134703856,1.03270546964806,0.0,0.0251,12.0,-12.0,2,40143.751503706
0.0021376333883269,1.03374257751492,19.7166854843905,1.03243280212895,0.0,0.0251,12.1,-12.1,0,48477.2083129883
0.002120144450725,1.03374854151379,19.8796326547854,1.03216455381915,0.0,0.0251,12.2,-12.2,2,4755.3615758419
0.0024876495915524,1.03344602490764,34.378851088776,1.14014183181813,0.139885522041315,0.0251,12.3,-12.3,2,4197.76689696312
0.002086011157139,1.03375490573005,20.2054930670852,1.03164429124172,0.0,0.0251,12.4,-12.4,1,3272.82098793983
0.0024480025630515,1.03347087313136,34.937479641993,1.13791319923007,0.137671893569063,0.0251,12.5,-12.5,2,43508.9697117806
0.002052959377055,1.03376711236471,20.5314525622897,1.03113853339255,0.0,0.0251,12.6,-12.6,2,65783.8564865589
0.0020368231197322,1.03377161411154,20.6943899268725,1.03089233381572,0.0,0.0251,12.7,-12.7,2,6425.89418387413
0.0020209385164015,1.0337802140901,20.8572756858288,1.03064931238758,0.0,0.0251,12.8,-12.8,1,4249.5013358593
0.0023723819088571,1.03351015748484,36.0546151110806,1.13367294375227,0.133450195770302,0.0251,12.9,-12.9,0,3147.68721437454
0.0023542010006711,1.03351677710606,36.3338155842152,1.13265431820859,0.132434640634297,0.0251,13.0,-13.0,1,3286.631108284
0.0028471015407884,0.285205632758698,0.0557661465734915,14.6297605094558,1.55022640463785,0.0251,13.1,-13.1,0,50960.9832983017
0.0023186623896167,1.03353488138089,36.8923475951839,1.1306555916926,0.130449533149803,0.0251,13.2,-13.2,2,66709.5996596813
0.0019450920180919,1.03380515560844,21.672056497318,1.02948844579611,0.0,0.0251,13.3,-13.3,2,6451.40912461281
0.0019306007264748,1.03381374564995,21.8349865880961,1.02926308858167,0.0,0.0251,13.4,-13.4,1,4160.38047075272
0.0022673213823932,1.03356360746894,37.7303052295624,1.12777571952728,0.127581667208773,0.0251,13.5,-13.5,1,4077.85997486115
0.0022473330151495,1.03890041462473,37.6790245221059,1.13547385670864,0.142718594036996,0.0251,13.6,-13.6,1,3532.47351169586
0.0018883939512935,1.03382338328542,22.3238290669529,1.02862062351989,0.0,0.0251,13.7,-13.7,1,34051.0938472748
0.0022182043677674,1.03358374485586,38.5681329338633,1.12502304521921,0.124836697296799,0.0251,13.8,-13.8,1,45093.5501580238
0.0022023014567275,1.03359266194349,38.8473776111325,1.12412731848474,0.123948847852136,0.0251,13.9,-13.9,0,4913.82823896408
0.0018479929643603,1.03383590321795,22.812633299125,1.02800486896501,0.0,0.0251,14.0,-14.0,1,41020.2933337688
0.0021711699248654,1.03360839940605,39.4059764027373,1.1223794889299,0.122208028797529,0.0251,14.1,-14.1,0,3460.8090763092
0.0068762761256887,0.643765257563999,0.939011866684936,11.4499830627343,10.42688100776,0.0251,14.2,-14.2,5,54536.0611338615
0.0036289849523532,0.387538965398917,0.123201707299878,9.48203305617074,1.29890780359993,0.0251,14.3,-14.3,0,46633.9321098328
0.0021260883723108,1.03362768176709,40.243883325824,1.11984644311981,0.119686940877354,0.0251,14.4,-14.4,1,31605.0332643986
0.0021114742896155,1.03363164213795,40.5230586691505,1.11902993741721,0.118870010273892,0.0251,14.5,-14.5,1,3865.11642718315
0.0044338149162066,0.49038069478116,0.0813457857676116,12.5126322044386,3.53799829699949,0.0251,14.6,-14.6,0,41808.8814303875
0.00208284057518,1.03364500088975,41.0816170258843,1.11742174926964,0.117268627294769,0.0251,14.7,-14.7,0,2837.50508356094
0.0020688129388806,1.03365210538498,41.3609315392477,1.11663461612184,0.116484609928736,0.0251,14.8,-14.8,0,2996.30318331718
0.002054900389732,1.01151919504784,41.9353501158796,1.12404079540396,0.116734081515265,0.0251,14.9,-14.9,0,31403.4554579258
0.0017249760114087,1.03387032133768,24.4420628597455,1.0261233125842,0.0,0.0251,15.0,-15.0,2,7344.82395863533
0.0017135690709156,1.03387343741045,24.6049787449348,1.02594787713605,0.0,0.0251,15.1,-15.1,0,74186.9465327263
0.0017023119906882,1.0338732841644,24.7679243551468,1.02578088040067,0.0,0.0251,15.2,-15.2,1,42649.4784464836
0.0016912018370112,1.03387948959283,24.930814351768,1.02561064259198,0.0,0.0251,15.3,-15.3,0,2797.08039164543
0.0019884603847725,1.03368978848126,43.0366332125348,1.1121189912193,0.111989130371878,0.0251,15.4,-15.4,1,3742.78458428383
0.0019756711448056,1.03369535656299,43.3158750994295,1.11139956436539,0.111272546900977,0.0251,15.5,-15.5,0,30335.2613539696
0.0016587247247603,1.03389043544412,25.4196298764469,1.02511225798323,0.0,0.0251,15.6,-15.6,0,4002.16764259338
0.0016481744255432,1.03388939855704,25.5825572063224,1.02495446126134,0.0,0.0251,15.7,-15.7,2,71376.2486619949
0.0016377574778466,1.03389353755305,25.7454980376799,1.02479401093201,0.0,0.0251,15.8,-15.8,1,32787.0360074043
0.0019261178488581,1.03371614437471,44.4330540021565,1.10861913629105,0.108499235222199,0.0251,15.9,-15.9,0,3559.37099051476
0.0019141154567271,1.03373168055728,44.7124532812594,1.10794613725896,0.107831085652433,0.0251,16.0,-16.0,1,4180.65230584145
0.0016072819335115,1.03390028608171,26.2343046605401,1.02433296687619,0.0,0.0251,16.1,-16.1,1,71427.4229874611
0.0015973738873442,1.03390250394785,26.3972169073585,1.02418017844624,0.0,0.0251,16.2,-16.2,0,3229.89472794533
0.0015875872396862,1.0339049090741,26.5601869377802,1.02403154390618,0.0,0.0251,16.3,-16.3,3,38602.9418933392
